Iteration:,AeroBalance Mean Monitor: Statistics of Aerodynamic Balance Monitor,Mean HE-Massflow Monitor: Statistics of HE-Massflow Monitor (kg/s)
174,0.439284887601771,0.237666567782226
175,0.439345094653635,0.237657927120029
176,0.43940627743105,0.23765055010959
177,0.439468644170788,0.237644345891612
178,0.43953231852068,0.237639227670634
179,0.43959750157054,0.237635099565727
180,0.439664242256181,0.237631861181364
181,0.439732632960013,0.237629425619555
182,0.439802688153588,0.237627692325219
183,0.439874245698052,0.237626555432916
184,0.439947103839158,0.237625899623802
185,0.440021217828758,0.237625627605177
186,0.440096327467522,0.237625625869667
187,0.440172183023017,0.237625787620467
188,0.440248630002732,0.237625989080032
189,0.440325587759063,0.237626136926036
190,0.440402883681691,0.23762616240867
191,0.440480575343046,0.237626032652087
192,0.440558553312278,0.237625743175889
193,0.440636951374915,0.237625279254979
194,0.440715751758903,0.237624683640111
195,0.440794974382133,0.237624020547878
196,0.440874630268818,0.23762335431444
197,0.440954685146689,0.237622744718335
198,0.441035129491536,0.23762219983101
199,0.441116582886661,0.237621752580434
200,0.441199798657363,0.237621462104315
201,0.441284680043396,0.237621353203812
202,0.441370940792654,0.237621390569882
203,0.441458399590095,0.237621532830669
204,0.441546802499117,0.237621691044104
205,0.44163570615481,0.237621767556248
206,0.441724738797479,0.237621640467825
207,0.441813624215995,0.237621210816241
208,0.44190197911029,0.237620379607948
209,0.441989595577019,0.237619080981916
210,0.442076109205196,0.237617263531825
211,0.442161347295126,0.237614911317306
212,0.442245058700886,0.237612023682052
213,0.442327080767619,0.237608633171483
214,0.442407126574585,0.237604783169109
215,0.442485135934108,0.237600537853312
216,0.442561081141411,0.237595967458292
217,0.442634812910264,0.23759115668524
218,0.442706335647081,0.237586177419136
219,0.442775766854537,0.237581081424107
220,0.442843226142582,0.237575900573777
221,0.442908706625487,0.237570653363092
222,0.442972262929758,0.23756534977117
223,0.443033846939223,0.237559970689472
224,0.443093504241808,0.237554485443712
225,0.44315115158489,0.237548866841473
226,0.443206700112096,0.237543078762241
227,0.443260912070119,0.237537074798225
228,0.443313895671675,0.237530806282615
229,0.443365807438342,0.237524213707031
230,0.44341672346394,0.237517246121596
231,0.443466685706981,0.237509840661915
232,0.443515730745616,0.2375019294096
233,0.443563953733192,0.23749346206648
234,0.443611401047611,0.237484377394328
235,0.443657998243929,0.237474640877461
236,0.4437037237403,0.237464256384876
237,0.443748489706822,0.237453234421002
238,0.443792249488775,0.23744159426251
239,0.443834952465744,0.237429411152209
240,0.443876641670076,0.237416776241275
241,0.443917349789943,0.237403781871404
242,0.443957080216673,0.237390532198873
243,0.443995922908979,0.237377135911102
244,0.444034022086479,0.237363713194299
245,0.444071540544971,0.237350377384022
246,0.444108756221509,0.237337236366627
247,0.444145786369314,0.237324373675484
248,0.444182878103319,0.237311855452799
249,0.444220145005125,0.237299744106008
250,0.444257837280691,0.237288093694025
251,0.444296123826158,0.237276938869214
252,0.444335154078303,0.23726632264707
253,0.444374868081493,0.237256256609842
254,0.444415340739871,0.237246741422136
255,0.444456472947574,0.237237755742371
256,0.444498227886508,0.237229271052735
257,0.444540583283179,0.237221249678986
258,0.44458344690286,0.237213648207406
259,0.444626795703561,0.237206410304233
260,0.444670706812337,0.23719946291171
261,0.444715201836145,0.237192720419929
262,0.444760285118998,0.237186099292141
263,0.44480603979373,0.237179512449994
264,0.444852527683505,0.237172872750639
265,0.44489969619519,0.237166085369468
266,0.444947314027137,0.237159074875948
267,0.444995320047622,0.2371517616871
268,0.445043555903253,0.237144114473886
269,0.445091685780737,0.237136072355814
270,0.445139653932647,0.237127598789997
271,0.445187118075812,0.237118661561354
272,0.445233914655544,0.237109248244327
273,0.445279940447674,0.237099350367368
274,0.445325163923149,0.237088955182673
275,0.445369493457952,0.237078066839434
276,0.445412895608328,0.237066699723064
277,0.445455457885671,0.237054876036072
278,0.445497295126062,0.237042639491311
279,0.445538482927221,0.237030039103457
280,0.445578950507696,0.237017127755319
281,0.445618763634479,0.237003974247396
282,0.445658007346466,0.23699065709607
283,0.445696626300081,0.236977274145812
284,0.445734706162324,0.236963915441199
285,0.445772296871234,0.236950672972785
286,0.445809537875992,0.236937628539731
287,0.445846505153484,0.236924900342109
288,0.445883330129709,0.23691254034332
289,0.445920073111933,0.236900555483979
290,0.445956750266568,0.236888952642263
291,0.445993369448446,0.236877684928264
292,0.446029831898166,0.236866693865284
293,0.446066051440576,0.236855922543629
294,0.446101896792532,0.236845289355193
295,0.446137234745152,0.236834705264697
296,0.446171908056082,0.236824084605218
297,0.446205735468991,0.236813342106409
298,0.446238556109935,0.236802393657112
299,0.446270220996136,0.236791192283081
300,0.446300683466778,0.236779694471527
301,0.446329920286685,0.236767870839131
302,0.446357859541344,0.236755685867761
303,0.446384430569298,0.236743116628568
304,0.446409653161737,0.236730183057693
305,0.446433540336234,0.236716916443969
306,0.446456233366315,0.236703329305993
307,0.446478222387315,0.236689450889657
308,0.446499615740108,0.236675284067797
309,0.446520527666155,0.236660829724184
310,0.446541029631392,0.236646078951386
311,0.446561217902925,0.236631047045109
312,0.446581162870507,0.236615762444758
313,0.446600928625428,0.236600250157615
314,0.446620513865442,0.236584540245011
315,0.446640318154687,0.236568670084213
316,0.446660375933136,0.236552678836948
317,0.446680657684972,0.236536597628391
318,0.446700992000735,0.236520463157993
319,0.446721228539954,0.236504321041529
320,0.446741186335889,0.236488203395381
321,0.446760720856407,0.236472143888891
322,0.44677974446304,0.236456189635475
323,0.44679817157021,0.23644038742784
324,0.446815972355737,0.2364247728885
325,0.446833159400627,0.236409357711866
326,0.446849779419534,0.236394132811458
327,0.446865889406425,0.236379074560929
328,0.446881503833374,0.236364160088052
329,0.446896689970593,0.236349354826065
330,0.446911572917349,0.236334615905628
331,0.446926206847434,0.236319897771112
332,0.446940624230671,0.236305172706727
333,0.446955134331807,0.236290441855314
334,0.446969779721273,0.236275707981905
335,0.446984566421946,0.236260990221374
336,0.446999450825571,0.236246335764825
337,0.447014407301606,0.236231781961374
338,0.447029368764521,0.23621736346571
339,0.447044271138363,0.236203120023687
340,0.447059000180089,0.236189074149973
341,0.447073434653532,0.236175230037617
342,0.447087444886883,0.236161590644123
343,0.447100941087938,0.236148155523266
344,0.447113842561442,0.236134921802806
345,0.447126094866393,0.236121867297485
346,0.447137675375773,0.236108959119586
347,0.447148599658982,0.236096157936561
348,0.447158887503309,0.236083421448205
349,0.447168599001266,0.236070714575365
350,0.447177801897686,0.236058001684743
351,0.447186611214678,0.236045245984121
352,0.447195148203759,0.236032415184731
353,0.447203485187818,0.236019476849494
354,0.447211720895759,0.236006419481193
355,0.447219965375643,0.235993247167837
356,0.447228256752741,0.235979958130249
357,0.447236688718373,0.235966564248644
358,0.447245242455651,0.235953085979919
359,0.447253911148027,0.235939553091924
360,0.447262655312547,0.235925985575411
361,0.447271441615938,0.235912422429769
362,0.447280199748819,0.23589889654495
363,0.447288860545073,0.235885443763291
364,0.447297379580685,0.235872086642143
365,0.447305705263843,0.235858842076603
366,0.447313798476557,0.235845740957231
367,0.447321593231192,0.235832810744396
368,0.447329039692395,0.235820077725431
369,0.447336145914117,0.235807576174657
370,0.447342864162387,0.235795348747004
371,0.447349266642374,0.235783422853339
372,0.44735549521221,0.235771813110107
373,0.44736182910872,0.23576051604113
374,0.447368364843153,0.235749512371794
375,0.447375090882803,0.23573879739605
376,0.44738203690979,0.235728358197218
377,0.447389135337298,0.235718181951956
378,0.447396352821197,0.235708253816925
379,0.44740367673693,0.235698560511519
380,0.447411026341854,0.235689090778315
381,0.447418427595155,0.235679845090096
382,0.447425860121873,0.235670832100539
383,0.447433410864264,0.235662060015388
384,0.447441040405131,0.235653569224488
385,0.447448781565459,0.235645420793926
386,0.447456636494053,0.235637664101641
387,0.447464614412678,0.235630375929539
388,0.44747267978473,0.235623630294323
389,0.447480917063982,0.235617490438663
390,0.447489345009675,0.235612002753668
391,0.447497912427415,0.235607219399682
392,0.447506560615199,0.235603158616899
393,0.44751526329692,0.235599843393426
394,0.447524020815875,0.235597284469191
395,0.447532956329227,0.235595470771624
396,0.447542112309853,0.235594351141694
397,0.447551507216541,0.235593867735793
398,0.447561236630027,0.235593965291406
399,0.44757134452975,0.235594574744138
400,0.447581836712419,0.235595636799274
401,0.447592699883496,0.235597096994014
402,0.44760393558948,0.235598910872114
403,0.447615425008452,0.235601046028383
404,0.447627164889107,0.235603479976911
405,0.447639112924522,0.235606200696307
406,0.447651212363245,0.235609205920538
407,0.447663451185714,0.235612502841273
408,0.447675870857531,0.235616101574855
409,0.447688535367992,0.235620014445981
410,0.447701508585777,0.235624235813616
411,0.447714845598452,0.23562874958647
412,0.44772863729031,0.235633525159271
413,0.447742963611825,0.235638523020529
414,0.447757886791226,0.235643698959034
415,0.447773480668571,0.235649008322445
416,0.44778975614571,0.235654416972251
417,0.447806688724993,0.235659902517363
418,0.447824230885331,0.235665447621661
419,0.447842276166482,0.235671045697514
420,0.447860710599352,0.235676699271233
421,0.447879478466994,0.235682419660302
422,0.447898476034773,0.235688215273676
423,0.447917681363898,0.23569409215841
424,0.447937082404126,0.235700054079223
425,0.447956656558046,0.235706103563989
426,0.447976384779863,0.235712228909526
427,0.447996268408341,0.235718417519732
428,0.448016282889627,0.235724652241281
429,0.448036448476985,0.235730911919227
430,0.448056742668083,0.235737167495907
431,0.448077137718484,0.235743372481382
432,0.448097546785354,0.235749501207171
433,0.448118049125464,0.235755503415452
434,0.448138561690793,0.235761332952075
435,0.448159009997956,0.23576694739039
436,0.448179365349758,0.23577232593141
437,0.448199612768774,0.235777461915013
438,0.44821973911735,0.235782360606395
439,0.448239729041777,0.235787040554281
440,0.44825959308229,0.235791534174602
441,0.448279296936321,0.235795882272497
442,0.448298846099517,0.235800134868754
443,0.448318210100833,0.235804334287946
444,0.448337329198399,0.23580851878871
445,0.448356158144068,0.235812717272769
446,0.448374638464671,0.235816946710861
447,0.448392730192774,0.235821206340244
448,0.448410441323843,0.2358254837251
449,0.448427749789396,0.235829755101714
450,0.448444663958325,0.235833980325567
451,0.448461217291117,0.235838117490977
452,0.448477446093509,0.23584212286512
453,0.448493395830458,0.235845935529161
454,0.448509118943593,0.235849509095865
455,0.448524631905579,0.235852798563585
456,0.448539988269175,0.235855773937676
457,0.448555214771311,0.235858406597865
458,0.448570289747324,0.235860687153574
459,0.448585204872303,0.235862613656291
460,0.44859993576147,0.235864202585074
461,0.448614456592837,0.235865484685155
462,0.448628706526736,0.235866499753399
463,0.448642683812658,0.23586729340585
464,0.448656421472709,0.235867919599609
465,0.44866989816712,0.235868432148426
466,0.448683187100214,0.235868881477075
467,0.448696307465379,0.235869307505876
468,0.448709314390789,0.23586975821672
469,0.44872221868767,0.235870267087985
470,0.448735064475181,0.235870859242441
471,0.448747824415674,0.235871559069572
472,0.448760544866575,0.235872378225502
473,0.448773195768091,0.23587331807464
474,0.448785811568111,0.235874373313335
475,0.448798400625505,0.235875531941654
476,0.448810976278404,0.235876775658265
477,0.448823538398075,0.235878075701119
478,0.448836121584962,0.235879399844504
479,0.448848755269775,0.235880716396692
480,0.44886144356902,0.235881993133977
481,0.448874166278671,0.235883203360529
482,0.448886886554817,0.235884320163574
483,0.448899632220037,0.235885322434798
484,0.448912360431985,0.235886198346732
485,0.448925057266004,0.235886938622323
486,0.448937711499682,0.235887529647575
487,0.448950267568718,0.235887965906352
488,0.448962732896158,0.235888250249109
489,0.448975063167789,0.235888384098549
490,0.448987220063462,0.235888371172506
491,0.44899918856695,0.235888213288951
492,0.449010941956609,0.235887912546879
493,0.449022471471504,0.2358874699055
494,0.449033784995637,0.235886887252971
495,0.449044897397092,0.235886170340131
496,0.449055844801734,0.235885323775219
497,0.4490666919714,0.235884350436735
498,0.449077527191665,0.235883263895845
499,0.449088436973975,0.235882081647612
500,0.449099525469535,0.235880815621228
501,0.449229575450086,0.23562832119624
502,0.449402468068831,0.235145941149576
503,0.449666769452872,0.234690381495186
504,0.449923679945028,0.234253313316148
505,0.449797144419863,0.233915379578955
506,0.449646154066379,0.233668127976778
507,0.449527850454466,0.233477178437339
508,0.449431644613923,0.233333866222465
509,0.449463439431803,0.233206140382653
510,0.449518499002283,0.233086876438059
511,0.449674649735957,0.23296196552614
512,0.449835367725455,0.232831079640177
513,0.449992401847242,0.232702618469458
514,0.45014541885379,0.232576691049102
515,0.450283991727217,0.232458190958483
516,0.450394541067032,0.232352660261228
517,0.450501434947903,0.232261605427289
518,0.450597238817546,0.232184287059624
519,0.450684053270261,0.232119556529299
520,0.450762643998744,0.232066153674567
521,0.450836462879084,0.23202341659223
522,0.450904301785978,0.231988919355824
523,0.450968791108438,0.231962042825014
524,0.451030508818839,0.231941496065305
525,0.451088131895624,0.231926195324358
526,0.451137779222676,0.231915188553991
527,0.451186507916122,0.231907808562837
528,0.451235142507442,0.23190357528228
529,0.451283918163133,0.231902026220913
530,0.451333049562911,0.231902948637041
531,0.451382640791018,0.231906217604535
532,0.451432739674886,0.23191180350316
533,0.45148327862411,0.231919722302575
534,0.451533953508153,0.231929934678978
535,0.451584331936212,0.231942373120902
536,0.451634187475788,0.231956934128105
537,0.451683538288671,0.23197348603753
538,0.451731629270607,0.231991881885331
539,0.451783027623609,0.232011953067056
540,0.451833935142743,0.232033494926261
541,0.451883875621455,0.232056408302564
542,0.451932254889374,0.232080587684314
543,0.451978620064841,0.232106008175778
544,0.452022646816924,0.232132635736173
545,0.452063783472564,0.232160499864327
546,0.452101982013571,0.23218963894732
547,0.452137046918845,0.232220108210045
548,0.452166503005229,0.23225198631751
549,0.452194590986334,0.232285350422965
550,0.452221371538987,0.232320317976601
551,0.452247381902163,0.232356951159083
552,0.452272837867567,0.232395291086372
553,0.452298032625562,0.232435405072004
554,0.452323421449582,0.232477268407581
555,0.45234933799909,0.232520807673734
556,0.452375785494634,0.232565965687531
557,0.452403077110611,0.23261272264689
558,0.45243122808077,0.232661022625005
559,0.452460323308866,0.232710803379485
560,0.452490238257534,0.23276196758915
561,0.452520943587447,0.232814450122576
562,0.452552325194177,0.232868182370749
563,0.452584069571801,0.232923125991098
564,0.452615825230258,0.232979240934674
565,0.452647079606214,0.233036494793411
566,0.452677484536899,0.23309488105083
567,0.452706556474714,0.233154417895616
568,0.452733821129237,0.233215093782662
569,0.452758978166735,0.233276894794279
570,0.452781627484801,0.233339753668968
571,0.452801547726981,0.23340358022211
572,0.452818634008116,0.23346822424265
573,0.452832966640218,0.233533484121321
574,0.452844857216033,0.233599112622426
575,0.452854662426208,0.233664813349194
576,0.452862764088052,0.233730305566301
577,0.452874564615848,0.233795330661757
578,0.452887297472906,0.233859647977332
579,0.452901428915596,0.233923138516158
580,0.452917339757068,0.233985752860539
581,0.452935020813566,0.234047507173746
582,0.452954279074271,0.234108498074459
583,0.45297493393356,0.234168909502103
584,0.452996792436782,0.234228970522517
585,0.453019483424163,0.234288896183323
586,0.453043026223555,0.234348875309966
587,0.453067053088882,0.23440902672312
588,0.453091512129372,0.234469414368262
589,0.453116379233168,0.234530033835723
590,0.453141577498421,0.234590818249355
591,0.453167157232859,0.23465162879675
592,0.453193229053884,0.234712263636592
593,0.453219083833265,0.234772540962499
594,0.453244787979951,0.234832277700737
595,0.453270447202203,0.234891331538706
596,0.45329606060159,0.234949595848376
597,0.453321853541407,0.235007027021041
598,0.453347899003073,0.23506367286062
599,0.453374281862061,0.235119646997972
600,0.453401075849111,0.235175089383273
601,0.453428324790846,0.23523015973884
602,0.45345594101618,0.235285021751078
603,0.453483938753329,0.235339800941255
604,0.45351237773347,0.235394549088926
605,0.453541172156266,0.235449276311317
606,0.453570462140323,0.235503955349367
607,0.453600286447649,0.235558488745873
608,0.453630711836431,0.235612765044517
609,0.453662114933727,0.235666625771776
610,0.453694100034097,0.235719968313581
611,0.453726861995773,0.235772703808029
612,0.453760826310307,0.235824730507416
613,0.45379559886017,0.235875991644913
614,0.45383127071119,0.23592642482749
615,0.453868172165271,0.235975981374322
616,0.453905855754025,0.236024646768252
617,0.453944350907242,0.236072419414691
618,0.453983940031619,0.236119259041367
619,0.454024181025509,0.236165138560259
620,0.45406497638968,0.236210038783939
621,0.454106235916517,0.236253926713261
622,0.454148011047855,0.236296672385841
623,0.454189896314523,0.236338201298541
624,0.454231735415504,0.236378371671189
625,0.454273230530763,0.236417059815035
626,0.454314251465664,0.236454202341276
627,0.454354467116149,0.236489732575136
628,0.454393896665031,0.236523621615706
629,0.454432108045383,0.236555887381474
630,0.454469344103436,0.236586598462605
631,0.454505148373406,0.236615907218169
632,0.454539926701427,0.2366439294924
633,0.454573185823959,0.236670866484166
634,0.454605379421039,0.236696863842576
635,0.454636121736176,0.236722175928113
636,0.454665549927287,0.236746964540186
637,0.454694128676492,0.236771374171218
638,0.45472138085825,0.236795594054278
639,0.45474753797081,0.236819722109812
640,0.454772656235612,0.236843842878938
641,0.454796856662226,0.236867989708825
642,0.45482022719961,0.236892181127959
643,0.454842822078363,0.236916383948703
644,0.454864626396319,0.236940583293726
645,0.454885631466164,0.236964720018959
646,0.454905783064765,0.236988710081191
647,0.454925059562804,0.237012456490885
648,0.454943533346651,0.237035848614862
649,0.454961204154127,0.237058759365136
650,0.454978092122792,0.237081071405064
651,0.454994262724308,0.237102691738598
652,0.455009805208221,0.237123537569393
653,0.45502481648599,0.237143538366775
654,0.455039396769445,0.237162664300953
655,0.455053635517956,0.237180915715001
656,0.455067668391086,0.23719832857938
657,0.455081586942895,0.237214965252703
658,0.455095405521433,0.237230915081201
659,0.455109185124144,0.237246286326667
660,0.455123000224872,0.237261218502593
661,0.455136928283975,0.237275830379056
662,0.455150926267765,0.237290235269908
663,0.455165034476427,0.237304511597458
664,0.45517922587835,0.237318723027025
665,0.455193505429339,0.237332879690434
666,0.455207878696901,0.237346953820801
667,0.455222286631939,0.237360905324922
668,0.455236744506172,0.237374652609335
669,0.455251158269879,0.237388119198434
670,0.455265519977776,0.237401211279702
671,0.455279780283093,0.23741383591062
672,0.455293842690838,0.237425896779754
673,0.455307630287259,0.237437313943545
674,0.455321120487468,0.237448031745694
675,0.455334209906281,0.23745801182265
676,0.455346826966521,0.237467243193245
677,0.455358908006583,0.237475738300936
678,0.455370414954629,0.23748351554233
679,0.455381275682033,0.237490601633469
680,0.455391459790722,0.237497033333002
681,0.455400907155631,0.237502848302862
682,0.455409606370095,0.237508107957226
683,0.455417563330186,0.2375128743873
684,0.455424836575959,0.237517215597993
685,0.455431400759418,0.237521199303186
686,0.455437318356818,0.237524898616099
687,0.455442647255058,0.237528391116404
688,0.45544739890911,0.237531766742338
689,0.455451558665613,0.237535100997081
690,0.455455160345464,0.237538462601356
691,0.455458161580053,0.237541900055004
692,0.455460559636367,0.237545446460044
693,0.455462280856752,0.23754913865371
694,0.455463280204198,0.237552986303348
695,0.45546350876792,0.237556980784214
696,0.455462939789408,0.237561110792006
697,0.455461566632772,0.23756535558419
698,0.455459340594645,0.2375697162142
699,0.455455987586636,0.237574178691232
700,0.455451128487992,0.237578708937845
701,0.455444790828109,0.23758328624498
702,0.455437041327389,0.237587922163373
703,0.455427937470064,0.237592618738067
704,0.455417550061762,0.237597400714285
705,0.455406068685725,0.237602296136116
706,0.455393683407188,0.237607343965619
707,0.455380527973908,0.237612577440128
708,0.455366798614196,0.237618023346584
709,0.455352647299893,0.237623693233019
710,0.455338302885076,0.237629602344551
711,0.455323938643106,0.237635744987082
712,0.455309719584887,0.237642111758802
713,0.455295787474328,0.237648674499791
714,0.455282362962307,0.237655404226816
715,0.455269537458461,0.237662263871342
716,0.455257408842574,0.237669216841542
717,0.455246091020649,0.237676223904757
718,0.45523561941075,0.23768325255207
719,0.455225999383854,0.237690280414455
720,0.455217135968174,0.237697298547282
721,0.455209048280552,0.237704306288126
722,0.455201730462288,0.237711304235742
723,0.455195225016136,0.23771830399355
724,0.455189546218034,0.23772531944527
725,0.455184746416928,0.23773236271955
726,0.455180903193064,0.237739444179184
727,0.455177730694544,0.237746571369131
728,0.455175192277066,0.237753750627598
729,0.455173282073758,0.23776098652687
730,0.45517199972714,0.237768277883573
731,0.455171311048545,0.237775630363622
732,0.455171214108479,0.237783053187261
733,0.455171639164132,0.237790552441018
734,0.455172510550814,0.237798144528954
735,0.455173840806059,0.237805829795001
736,0.455175573014328,0.237813601664462
737,0.455177696879134,0.237821453569376
738,0.455180129031089,0.237829370205492
739,0.455182807992082,0.237837312447048
740,0.455185601791828,0.237845222591904
741,0.455188380368968,0.237853045509257
742,0.455191063122544,0.237860718288538
743,0.455193544441258,0.237868166695141
744,0.455195729471875,0.23787532018261
745,0.455197512284081,0.237882119668585
746,0.455198790114959,0.237888503441825
747,0.455199515843604,0.237894426503501
748,0.455199629858367,0.237899845199538
749,0.455199153035457,0.237904721714616
750,0.455198058431886,0.237909016477229
751,0.455196237469814,0.237922013193458
752,0.455193675970414,0.237945593711496
753,0.455190879260568,0.237980228049481
754,0.455187916634435,0.238025184095844
755,0.455185004700902,0.238078178149061
756,0.455182178923901,0.238136522852394
757,0.455179782646824,0.238195223935807
758,0.45517751221129,0.238250223788933
759,0.455175165260128,0.23829876961719
760,0.455172480943519,0.238339329716983
761,0.455169362524206,0.238371777094833
762,0.455165739219156,0.238396867641982
763,0.455161490850977,0.238416054871083
764,0.455156575163761,0.238431137920001
