"Iteration: Iteration","D B Mean Monitor: Statistics of D B Monitor (N)","D D Mean Monitor: Statistics of D D Monitor (N)","D FW Mean Monitor: Statistics of D FW Monitor (N)","D RW Mean Monitor: Statistics of D RW Monitor (N)","D S Mean Monitor: Statistics of D S Monitor (N)","D SU Mean Monitor: Statistics of D SU Monitor (N)","D Wheels Front Mean Monitor: Statistics of D Wheels Front Monitor (N)","D Wheels Rear Mean Monitor: Statistics of D Wheels Rear Monitor (N)","Mean D Monitor: Statistics of Drag Monitor (N)"
1037,25.2765426275608,3.11728637661105,9.96009495754851,35.3295045484608,7.73289214480454,2.72564697027227,4.24601108226841,2.09494915267046,90.4829278601969
1038,25.2758598996317,3.11744146039723,9.95968587073975,35.32923755133,7.7306939781666,2.72590651159192,4.24416919620761,2.09623951238279,90.4792339804476
1039,25.2752514178408,3.11763372616133,9.95926986487552,35.329030415356,7.72853155364674,2.72615520997667,4.24236913769493,2.09750334040605,90.475744665958
1040,25.2747168662055,3.11786297191519,9.95884764273875,35.3288888911189,7.72641159369179,2.72639584143241,4.24061749446447,2.09873130372871,90.4724726052958
1041,25.2742520637192,3.11813137166428,9.95842134401862,35.3288136811676,7.7243385262332,2.72662949151127,4.23891688195129,2.09992760098423,90.4694309612497
1042,25.27385691566,3.11844004125535,9.95799004339072,35.3288047426496,7.72230628569363,2.72685431241884,4.23727460118203,2.10108410037175,90.4666110426219
1043,25.2735219715729,3.118790302341,9.95755361139374,35.3288692927059,7.7203043398441,2.72707419804335,4.23569538637877,2.10220349927627,90.464012601556
1044,25.2732482939861,3.11918484210203,9.95711661711461,35.3289997596643,7.7183249034913,2.72728793970145,4.23418356057152,2.10329148915273,90.4616374057841
1045,25.2730312817266,3.11962592935119,9.95667720207312,35.3291910104761,7.71637010228751,2.72749620777579,4.2327499963247,2.10435164645586,90.4594933764709
1046,25.272861168094,3.12012034191749,9.95623722064483,35.3294371164488,7.71442596015252,2.72770032555444,4.23140470902324,2.10539046728237,90.4575773091177
1047,25.2727383748638,3.12066821394532,9.95579595490131,35.3297285769226,7.71249602936147,2.72789921387927,4.23015693076152,2.10640862400186,90.4558919186372
1048,25.2726631474027,3.12127365484048,9.95535667178718,35.3300529340845,7.71056738497013,2.72809464855397,4.22901881034952,2.10740441089835,90.4544316628868
1049,25.2726334969352,3.1219410532211,9.95491499551505,35.3303967528576,7.70865109425886,2.72828431993276,4.22799498824079,2.10837681335555,90.453193514317
1050,25.2726508200289,3.12267284708182,9.95447252584755,35.3307493634463,7.70674580832,2.7284645749143,4.22709511648132,2.10932175678877,90.4521728129091
1051,25.2727130338927,3.1234726487429,9.95403115346526,35.3311040458613,7.70485567409212,2.72863483159483,4.22631808817908,2.11023268973747,90.4513621655656
1052,25.2728041219354,3.12434264106395,9.95359160834803,35.3314527332636,7.70298305772766,2.7287909496858,4.22565778188945,2.11110667310402,90.4507295670179
1053,25.2729191213565,3.12528288593368,9.95315619910112,35.3317898723757,7.70113611681172,2.72893306042789,4.22510078153298,2.11193756918228,90.4502556067219
1054,25.2730652390463,3.12629522003488,9.95272299895412,35.3321166656631,7.69931766903481,2.7290584319939,4.22463361819551,2.11271968335646,90.4499295262791
1055,25.2732379360619,3.12737589617939,9.95229044370712,35.3324340801895,7.69753849382233,2.72916945647268,4.22423564790628,2.11344544819246,90.4497274025317
1056,25.2734266851545,3.12851933035109,9.95186338605818,35.3327472147252,7.69580672501533,2.72926735121793,4.22388590418043,2.11411239393273,90.4496289906354
1057,25.273627926325,3.12971881113428,9.95144040231094,35.3330634349655,7.69413807101616,2.72935861768238,4.22355870768779,2.11471900851452,90.4496249796366
1058,25.2738304560943,3.13096581259737,9.95102169370352,35.3333890441618,7.69255543988167,2.72945058739262,4.22322362796252,2.11526060747754,90.4496972692713
1059,25.2740296184643,3.13225471678427,9.95060937460932,35.3337320709377,7.69107525531247,2.72954804845952,4.22285728507498,2.11573908255267,90.4498454521953
1060,25.2742177773948,3.13357214729227,9.9502047700493,35.334103507802,7.68970260919491,2.72965648843885,4.22243055879354,2.11615875568999,90.4500466146557
1061,25.2743834159535,3.134909473577,9.94980942461345,35.3345176404663,7.68845399385305,2.72977920360262,4.22192486821783,2.11652383639291,90.4503018566766
1062,25.2745189193774,3.13625682425856,9.9494228554124,35.334981832903,7.68733470642055,2.72991973983936,4.22131875346308,2.11683551126474,90.4505891429391
1063,25.27461604232,3.13760467101517,9.94904666868625,35.3355100054052,7.68634010282929,2.73007559736603,4.22060584094906,2.11710247667425,90.4509014052453
1064,25.2746662579992,3.1389459274431,9.9486792760157,35.3361081881591,7.68546639223842,2.73024111306278,4.21978991016569,2.11733265673439,90.4512297218184
1065,25.2746637132343,3.14027113559759,9.948321094419,35.336781858333,7.6846949191213,2.73040716144956,4.2188770485599,2.11752984849046,90.4515467792051
1066,25.2746153407888,3.14157497110499,9.94797146253649,35.337529936842,7.68400423901193,2.73056775208656,4.21786965096716,2.1176966891596,90.4518300424975
1067,25.2745237687183,3.14285223628543,9.947628247456,35.3383540946403,7.68337536869437,2.73071838040195,4.21677690122872,2.11784185210163,90.4520708495267
1068,25.2744019054751,3.14409658986151,9.94729003742388,35.3392474981166,7.68277509968006,2.73085745861629,4.21560331055418,2.11796232801195,90.4522342277395
1069,25.27425928649,3.14530814955481,9.94695721830758,35.3402021376425,7.68217046033827,2.73098474448572,4.21435152512999,2.11805660337806,90.452290125327
1070,25.2741028547158,3.14648757516821,9.9466284904322,35.3412101265295,7.68153502494502,2.73110283129879,4.21302676547097,2.11811999101711,90.4522136595776
1071,25.2739307925633,3.14763795904312,9.94630523815828,35.3422638422756,7.68084211890126,2.73121607668933,4.2116391907368,2.11814995166028,90.451985170028
1072,25.273745272971,3.14876012011029,9.94598594322934,35.3433574924994,7.68007897669976,2.73132830438975,4.21018683490119,2.11814041546909,90.4515833602699
1073,25.273544837188,3.14985929261877,9.94567051176858,35.344487862596,7.6792386128492,2.73144389533267,4.20867490632027,2.11809338949655,90.45101330817
1074,25.2733365976536,3.15093467929158,9.94535832087891,35.3456565605429,7.67830537734066,2.73156925322095,4.2071081059548,2.11800442350034,90.4502733183837
1075,25.2731276511414,3.15198882833158,9.94505066130663,35.3468606870101,7.67728379352627,2.73170922452747,4.2054918727806,2.11787250546778,90.4493852240918
1076,25.272919382836,3.15302780054355,9.94474752184637,35.3481021593765,7.67618790524378,2.73186513120611,4.20383496053633,2.11769597826882,90.4483808398576
1077,25.2727193200858,3.15405364562978,9.94444715071909,35.3493829502636,7.67502842243768,2.73203810354481,4.20215018921653,2.11747218161429,90.4472919635116
1078,25.2725370558909,3.1550684227772,9.94415093327508,35.3507025447554,7.67383856451487,2.73222529727002,4.20044961920323,2.11720418136205,90.4461766190488
1079,25.272380464992,3.15607663592211,9.94385717872304,35.3520632270459,7.67264410565412,2.7324235438751,4.198745572673,2.11689468882967,90.4450854177149
1080,25.2722564824162,3.15707203822666,9.94356502662065,35.353465262293,7.67147594744035,2.73262824733547,4.19705599871097,2.1165428352702,90.4440618383135
1081,25.2721678836767,3.1580559279511,9.94327272453378,35.3549154113212,7.67036923132213,2.73283316280852,4.19540484855278,2.11615127153403,90.4431704617001
1082,25.272114034644,3.15902884051408,9.94297960853811,35.3564072340806,7.66935076760094,2.73303169412802,4.19381143103304,2.11572875719031,90.4424523677291
1083,25.2720899790253,3.15998831456807,9.94268308134566,35.3579394743365,7.66844325017153,2.73321601635053,4.19228743365195,2.11527640521883,90.4419239546683
1084,25.2720917358881,3.16092977055148,9.94237778317562,35.3595082775609,7.667662517443,2.73337937214246,4.19084774785793,2.11479440860644,90.441591613226
1085,25.2721173682456,3.16184848182537,9.94206060104232,35.3611094627436,7.66700053468116,2.73351763510642,4.1894983923017,2.11428600726656,90.4414384832127
1086,25.2721769052342,3.16274012137953,9.94172657007521,35.3627331407272,7.66645333374239,2.73362787434547,4.18824201313393,2.11375351611894,90.4414534747569
1087,25.2722690837163,3.16360234937538,9.94137136815863,35.3643659537813,7.66599684536297,2.73370486573595,4.18708035599028,2.11320308875031,90.4415939108711
1088,25.2723933933994,3.16442908839633,9.94099065473939,35.3659897122982,7.665617130397,2.73375063122574,4.18601460453356,2.1126355405964,90.4418207555861
1089,25.272549205575,3.16521229944373,9.94058041799182,35.3675875005744,7.66529138292106,2.73376713094593,4.18504214904485,2.11205640511562,90.4420864916125
1090,25.2727301653173,3.16594567266626,9.94013967872718,35.3691414789324,7.66499156793901,2.73375989776279,4.18415477979463,2.11147134193188,90.4423345830715
1091,25.2729264189106,3.16662703421172,9.93966639260995,35.3706390965019,7.66469469695326,2.73373261989886,4.18335353686186,2.11089651557736,90.4425363115255
1092,25.2731372760629,3.16725138913126,9.93916128591151,35.372067197419,7.66437931645263,2.73368970005319,4.18263025544587,2.11033585882136,90.4426522792978
1093,25.273359151893,3.16782020667687,9.9386231294784,35.3734145030542,7.66403499100974,2.73363295823032,4.18198446002105,2.10979503687334,90.4426644372369
1094,25.2735877770088,3.16833169958727,9.93805545076584,35.3746749090468,7.66364931684512,2.73356250459823,4.18141322067211,2.10928741610569,90.4425622946298
1095,25.2738198660191,3.16878660242755,9.93746399521396,35.3758477957617,7.66322284035449,2.73347908437372,4.18090653120561,2.10881716259445,90.4423438779505
1096,25.2740561474385,3.16918731972603,9.93685410021264,35.376937016252,7.66276490587422,2.73338269247625,4.1804538366882,2.10839305477999,90.4420290734478
1097,25.2742910594245,3.16953626454025,9.93623135161153,35.3779518464461,7.66229004907518,2.73327387018002,4.18004177731446,2.1080172129529,90.4416334315449
1098,25.2745244331698,3.16983294995895,9.93560102267982,35.3789006418124,7.66182708892742,2.73315709348114,4.17965117609008,2.10768924380906,90.4411836499286
1099,25.2747495533936,3.17007907501307,9.93496958680213,35.3797967586189,7.66140022592452,2.73303666190201,4.17926501703364,2.10740663653864,90.4407035152264
1100,25.2749515150022,3.17028179622351,9.9343447280196,35.3806511160715,7.66103923547153,2.73291724495028,4.17885993193322,2.10716759549909,90.4402131631709
1101,25.2751288414947,3.17044407354352,9.93373278035163,35.3814775515051,7.66075886099633,2.73280557526681,4.17840993523123,2.10696449487319,90.4397221132624
1102,25.2752650537374,3.17056937406984,9.93313853730794,35.3822903965741,7.66057636303414,2.73270779206096,4.17789107209708,2.10679693242769,90.4392355213092
1103,25.2753570256771,3.17066426345712,9.93256586199003,35.3831035226173,7.66049545858572,2.73262803259708,4.17728828090831,2.10666119229747,90.4387636381302
1104,25.2754005126949,3.17072727851406,9.93201898682792,35.3839221955704,7.66050829537621,2.73257235147293,4.1765802682992,2.10654918317765,90.4382790719333
1105,25.2753903874165,3.17075796730788,9.93150020081669,35.3847534432175,7.66061563925443,2.73254199564687,4.17576198346827,2.10646153968342,90.4377831568115
1106,25.2753210948726,3.17075646914093,9.93100994657707,35.3856007940339,7.66081120513401,2.73253131942997,4.17483918553464,2.10639376808201,90.4372637828052
1107,25.2752010955625,3.1707222586369,9.9305498696015,35.3864664518492,7.66106952240973,2.7325350302584,4.17382353902536,2.10634868238798,90.4367164497316
1108,25.2750326070043,3.17065173736057,9.93011945292656,35.3873473325429,7.66138027602596,2.73254829159955,4.17273199777385,2.10632386103355,90.4361355562672
1109,25.2748230029238,3.1705391074634,9.9297164877262,35.3882384294203,7.66172800518458,2.73256616713953,4.17158329070117,2.10631900875857,90.4355134993175
1110,25.2745802092539,3.17037970382436,9.92933908436143,35.3891314307316,7.66208917794352,2.73258202167006,4.17039953533562,2.10633146777519,90.4348326308957
1111,25.2743119218203,3.17016734268576,9.92898588182785,35.3900191045955,7.66245736987958,2.73258751222771,4.16920361900323,2.10636146329965,90.4340942153395
1112,25.2740299181995,3.16990035060737,9.92865248977703,35.3908927937173,7.66281897294282,2.7325787395207,4.16802107479923,2.106410025142,90.4333043647059
1113,25.273751981805,3.1695768795599,9.92833798334852,35.3917458985323,7.66316685814805,2.73255304194675,4.16686632043776,2.10647774372499,90.4324767075032
1114,25.2734971960296,3.16919327237405,9.92803836913517,35.3925764322893,7.66348782887484,2.73251208342629,4.16574924751124,2.10656109589481,90.4316155255352
1115,25.2732696882653,3.16874460682552,9.92775070409233,35.3933877790488,7.6637811568752,2.73245748653726,4.16467990851188,2.10665554100445,90.4307268711607
1116,25.2730793602553,3.1682312014595,9.92747150626275,35.3941760367648,7.66405469081154,2.73239331195941,4.16366862189934,2.10675747473732,90.4298322041499
1117,25.2729473151584,3.16765119180842,9.92719844424172,35.3949473524676,7.66431175500165,2.73232394465478,4.16271614310786,2.10686574413379,90.4289618905742
1118,25.2728798091545,3.16699620476884,9.92692851575642,35.3957039802301,7.66454791105565,2.73225578056386,4.16182885162011,2.10697763804907,90.4281186911985
1119,25.2728736889043,3.16626746001259,9.92665885741196,35.3964522672466,7.66477035786686,2.73219328263081,4.16100228311131,2.10708723412204,90.4273054313065
1120,25.27292955859,3.16545723984879,9.9263872553577,35.3972010053269,7.6649880427664,2.73213901393146,4.16024110382987,2.10719350861046,90.4265367282616
1121,25.2730371492949,3.16457227749138,9.92611159289784,35.3979500613306,7.66521198799912,2.73209441267388,4.15954592889267,2.10729090435,90.4258143149304
1122,25.2731940203603,3.16360239625021,9.92582970843869,35.3987039045905,7.66545826018735,2.73205877002567,4.15891752839078,2.10738139648294,90.4251459847265
1123,25.2733897228314,3.16255578396292,9.92553865494245,35.3994624591301,7.66573149338814,2.73203165754362,4.15835919506957,2.10746523613071,90.424534202999
1124,25.2736229234722,3.16143216405205,9.92523907942406,35.4002249251001,7.66604321052413,2.73201054306236,4.15787170879245,2.10753875638391,90.4239833108113
1125,25.2738794402233,3.16023856560555,9.9249301547014,35.4009835976161,7.66639321598927,2.73199081401726,4.1574590026467,2.10759775356051,90.4234725443601
1126,25.2741516005361,3.15898241333378,9.92461118867474,35.4017279793082,7.66677851420892,2.73197147308494,4.15711756439097,2.10764118108134,90.4229819146189
1127,25.2744407121933,3.15767290788666,9.9242828646163,35.4024542830051,7.66721885323964,2.73194968538663,4.15684790820501,2.10767241189555,90.4225396264283
1128,25.2747458704253,3.15631425922314,9.9239456589169,35.4031564958111,7.6677079387232,2.73192235931701,4.1566463933147,2.1076959859292,90.4221349616606
1129,25.2750603850249,3.15491941641227,9.92359944981058,35.4038282192131,7.66825225230494,2.73188540347826,4.15650666234724,2.10771356560051,90.4217653541919
1130,25.2753838884023,3.15350148560651,9.92324453167483,35.4044621242077,7.66884880393694,2.73183970762338,4.15641663655545,2.10772919177675,90.4214263697838
1131,25.2757186116472,3.15206877671524,9.92288077244945,35.4050551293462,7.66951007347993,2.73178557789515,4.15636637438416,2.10774656940473,90.4211318853222
1132,25.2760682938012,3.15063649391354,9.92250754638949,35.4056095797979,7.67024621687214,2.73172062574576,4.15633899754893,2.10777184293452,90.4208995970036
1133,25.2764345812683,3.14921697338114,9.92212304795417,35.4061248283758,7.67106313664063,2.73164383628656,4.15632640412858,2.10781047452822,90.4207432825634
1134,25.2768172607947,3.14782502522333,9.92172778837667,35.4066079354482,7.67198252697522,2.73155977392771,4.15630734716012,2.10786895051988,90.4206966084259
1135,25.2772220259017,3.14647667579588,9.92132118680971,35.4070672681078,7.67301836694657,2.73146972238834,4.15626735738963,2.10794733551236,90.420789938852
1136,25.2776403080413,3.14518226149936,9.92090411394618,35.4075138553086,7.67418611336612,2.73137746606485,4.15619269129076,2.10804831869689,90.4210451282142
1137,25.2780678741923,3.14395687650063,9.92047615383522,35.4079584006113,7.67550620396235,2.73128819591831,4.15606759175549,2.10817411272193,90.4214954094976
1138,25.278512383587,3.14280814285915,9.9200388190894,35.4084130957334,7.67698797216412,2.73120488537019,4.15588284183943,2.10832729427897,90.4221754349218
1139,25.2789720239416,3.14175037765996,9.91959374878133,35.4088849672185,7.67863817515769,2.73113218526374,4.15562768493196,2.10851008088267,90.4231092438375
1140,25.2794457799869,3.14078714542613,9.91914402105935,35.4093824423107,7.68046807565739,2.73107409427216,4.15529430840081,2.10871884747056,90.4243147145841
1141,25.2799452182955,3.13992662555351,9.91869117027527,35.4099094222672,7.68247000304074,2.7310342901576,4.15488368607929,2.10895146665462,90.4258118823238
1142,25.2804707688843,3.13917059654076,9.91823873303957,35.4104735102758,7.68463789713851,2.73101298036838,4.15440025879685,2.10920846728535,90.4276132123296
1143,25.2810367560671,3.1385186500152,9.91778888810024,35.4110798584525,7.68696086444178,2.73101136411562,4.15384726438579,2.10948902746026,90.4297326730385
1144,25.2816466933571,3.13796597599635,9.91734623686486,35.4117316598575,7.6894175456416,2.73102853869964,4.15323518000505,2.10979423998923,90.4321660704114
1145,25.2822929019099,3.1375116618859,9.9169135079051,35.4124264296477,7.69197819309702,2.73106559193177,4.15257422731673,2.11011891508409,90.4348814287783
1146,25.2829748844144,3.13714747116814,9.91649552158864,35.4131555999646,7.69462463858272,2.73111868252035,4.15187985500128,2.11046247509311,90.4378591283333
1147,25.2836926867719,3.1368681346236,9.91609444931292,35.4139122010563,7.69732635483513,2.73118321562821,4.15116520807991,2.11082790953437,90.4410701598424
1148,25.2844384590467,3.1366680913001,9.91571328398986,35.4146880309544,7.70006061031747,2.73125397705489,4.15044016540676,2.11121402115927,90.4444766392294
1149,25.2852043371073,3.13654188908737,9.91535571418159,35.4154666103958,7.70280162185426,2.73132301463695,4.14971510354681,2.11162086406993,90.4480291548801
1150,25.2859884682846,3.13648057157944,9.91502322402856,35.4162389491935,7.70553756434692,2.73138597004286,4.14900378542984,2.1120465442115,90.4517050771173
1151,25.2867872802299,3.13647163330021,9.91471630258393,35.4169956980573,7.70826745671417,2.73143442926637,4.14831973424556,2.11248186791727,90.4554744023147
1152,25.2876085178896,3.13650333075555,9.91443873230804,35.4177272003387,7.71097132616772,2.7314666624058,4.14766607563256,2.11292180356873,90.4593036490668
1153,25.2884518366026,3.13656714115957,9.91419113378937,35.4184272625506,7.71365919013707,2.73148079388524,4.14703961385621,2.11336253584596,90.4631795078266
1154,25.2893203933012,3.13665249230026,9.91397403870646,35.4190899922875,7.71634080173036,2.73147712596104,4.14644098657464,2.11379830564165,90.4670941365032
1155,25.2902146933402,3.13674720318719,9.91378548737676,35.4197065169905,7.71902821276661,2.7314606744495,4.14586109671675,2.114219361193,90.4710232460206
1156,25.2911329235762,3.13684312137721,9.91362330000887,35.4202737311073,7.7217356477782,2.73143755997531,4.14528672899085,2.11461174637661,90.4749447591905
1157,25.2920673129449,3.13693230366014,9.91348513526279,35.42078323001,7.72446940969637,2.73141132220531,4.14470771411713,2.11497495183228,90.4788313797289
1158,25.293007760673,3.13700557957232,9.91336543303608,35.4212285668195,7.72723351794106,2.73139038346966,4.14410838784937,2.11530122459104,90.4826408539521
1159,25.293936455041,3.13705594140891,9.91325894119855,35.4216039694888,7.73003490466149,2.73138175126504,4.14348398157872,2.1155866899406,90.4863426345831
1160,25.2948485562157,3.13708074786064,9.91315930113988,35.4219059488281,7.7328697848269,2.73139147285948,4.14282299014549,2.11582512235432,90.4899039242306
1161,25.2957274023354,3.13708009276509,9.91305982018143,35.4221300813276,7.73573463339807,2.73142465776128,4.14211872581679,2.11601329360414,90.4932887071898
1162,25.2965621358481,3.13705157239676,9.91295270154933,35.4222742852309,7.73861766720888,2.73148269704625,4.1413778511791,2.11614943756395,90.4964683480233
1163,25.2973302587118,3.13699694117713,9.91283230227404,35.4223402267862,7.74149133910573,2.73156792992195,4.1406004094564,2.1162315018359,90.4993909092693
1164,25.2980194160839,3.1369201099125,9.91269339517025,35.4223300384755,7.74433722572054,2.73167765927067,4.13979960705043,2.11626456426775,90.5020420159515
1165,25.2986115098949,3.13682444107239,9.91253073840992,35.4222478010661,7.74712216352739,2.73181152463088,4.13898778413442,2.11624424424949,90.5043802069855
1166,25.2991024476929,3.13671267970085,9.9123422740124,35.4221002030885,7.74981304849613,2.73196990270641,4.13817929847363,2.11617552956305,90.5063953837339
1167,25.299486729366,3.13659033414866,9.91212373554688,35.4218911658949,7.75240067467679,2.73215157226703,4.1373895342122,2.11606289324883,90.5080966393613
1168,25.2997602887198,3.13646209983356,9.91187306841974,35.4216314931878,7.75485450458906,2.73235286290712,4.13663159476914,2.11591392606496,90.5094798384912
1169,25.299922976758,3.13633226296975,9.91159105680204,35.4213267179936,7.75717137077839,2.7325715398735,4.1359100591977,2.11572803706403,90.510554021437
1170,25.2999900673539,3.13619998487027,9.91127730728458,35.4209861883246,7.75933706472336,2.73280554875081,4.13523476536722,2.11551093300147,90.5113418596763
1171,25.2999746917218,3.13606698372935,9.91093481796343,35.4206169140383,7.76135404068979,2.73305206508626,4.13461234735189,2.11526234581747,90.5118742063982
1172,25.2998942472702,3.13593362424166,9.91056731944499,35.4202259490462,7.76322474994475,2.73331091839355,4.13404148053105,2.11498892107186,90.5121872099442
1173,25.2997670907694,3.13580018439634,9.91017782929273,35.419819479831,7.76495987211228,2.73358030336864,4.13351904366924,2.11469629059885,90.5123200940385
1174,25.2996070994536,3.13566514998908,9.90976990607042,35.4194033617383,7.76658027892221,2.73386043549594,4.13304172789747,2.11438923548027,90.5123171950474
1175,25.299431656599,3.13553132949829,9.90934976108842,35.4189806283063,7.76809803071422,2.73414630131432,4.13260280858457,2.11406945696457,90.5122099730697
1176,25.2992540202843,3.13539759949731,9.90892069108777,35.4185586524203,7.76953665687368,2.73443695014435,4.13219154543478,2.1137479077009,90.5120440234434
1177,25.2990792790543,3.13526422396679,9.90848528460872,35.4181437680003,7.77090621033881,2.73472566679795,4.13181065785039,2.11343206909137,90.5118471597087
1178,25.2989162566526,3.13512956544749,9.90804780473971,35.417740683377,7.7722245944158,2.73500693584621,4.13145715703514,2.11313163468558,90.5116546321996
1179,25.2987652593236,3.13499700100906,9.90760987301226,35.4173525532122,7.77350305072534,2.73527228751853,4.13113400762062,2.11284967735552,90.5114837097772
1180,25.2986267811729,3.13486741928624,9.90717399957172,35.4169850598274,7.77474681603598,2.73551458452456,4.13084510736017,2.11260200249393,90.5113617702729
1181,25.2985033897256,3.1347436089897,9.90674214592138,35.4166397338154,7.77595761028698,2.73572813621074,4.13058760812189,2.11240177383096,90.5113040069027
1182,25.2983939420394,3.13462977414403,9.90631628785062,35.4163214158301,7.77714590335477,2.73590944298767,4.13036481675993,2.11225707559311,90.5113386585597
1183,25.2982966538676,3.13452999488313,9.90589875931366,35.4160277153909,7.77830280875259,2.73605510698455,4.1301701406046,2.11218577209256,90.5114669518897
1184,25.2982141419949,3.13444858163247,9.90549024079594,35.4157639321503,7.77942214957013,2.73616631559263,4.13000715862312,2.11219254120166,90.5117050615612
1185,25.2981444055275,3.13438849951523,9.90509250461924,35.4155322609712,7.78050342300242,2.73624479535858,4.12986675286815,2.11228946466018,90.5120621065226
1186,25.2980936038353,3.13435484336687,9.90470547436841,35.4153306066465,7.78153573059764,2.73629356933775,4.12974188619922,2.11248326349568,90.5125389778475
1187,25.2980563598412,3.13435036243342,9.90433015699202,35.4151582731621,7.78251029980515,2.73631606799356,4.12961965726069,2.1127839636322,90.5131251411204
1188,25.2980359968532,3.13437481050217,9.90396681531934,35.4150102121107,7.78342167706844,2.73631789051094,4.12949331060406,2.11319119594024,90.5138119089091
1189,25.2980338332615,3.13443322102365,9.90361603272134,35.4148828263515,7.78426077724945,2.73630451391249,4.12935438886153,2.11370802907284,90.5145936224543
1190,25.2980454606228,3.1345288858701,9.90327923647992,35.414768695122,7.78503287059566,2.73628250675148,4.12918605232634,2.11432529964659,90.515449007415
1191,25.2980698646189,3.1346584676295,9.90295669968414,35.4146629733108,7.785736351382,2.73625659677668,4.12897999368914,2.11504096677069,90.5163619138619
1192,25.2980944275695,3.13482098610994,9.90264828624636,35.4145585566699,7.7863718857751,2.73623243575393,4.12872549764262,2.1158420418086,90.5172941175761
1193,25.2981089819253,3.13501494895391,9.90235506133771,35.414448100818,7.78694861434044,2.73621202179628,4.12841517027139,2.11672020815434,90.5182231075973
1194,25.2981058267798,3.13524087489105,9.902077600048,35.4143254956818,7.78747060675807,2.73619896500711,4.12804602446739,2.11766220390831,90.5191275975416
1195,25.2980581138991,3.13549838832262,9.90181687045057,35.4141883378992,7.78794273235137,2.73619443314277,4.12760831596983,2.11865709918367,90.5199642912192
1196,25.2979564945945,3.13578073753442,9.90157245202521,35.4140338836521,7.7883802641957,2.73619950027063,4.12710295805415,2.11968793251492,90.5207142228417
1197,25.297781738379,3.13609180406315,9.90134489000201,35.413857680274,7.78879424466415,2.7362122471659,4.12653045429117,2.12074518154229,90.5213582403817
1198,25.2975102409358,3.13642860300772,9.90113407133294,35.4136549234774,7.78919306187756,2.73623298090112,4.12589035741166,2.12181935520837,90.5218635941526
1199,25.2971301443995,3.13678660433454,9.90094049791574,35.4134151603288,7.78958443411086,2.73626150627421,4.12518669360904,2.12289643944058,90.5222014804132
1200,25.296622534496,3.13716468758803,9.90076479722658,35.4131282063419,7.78996736928249,2.73629893252998,4.12442177788283,2.1239765276102,90.5223448329581
1201,25.2959843741656,3.13756214179517,9.90060715776291,35.4127898396622,7.79035351685632,2.73634454603807,4.12359791045884,2.12505294776187,90.522292434501
1202,25.2951920180004,3.13797951788965,9.9004664231193,35.412392326035,7.79074234470465,2.73640496317982,4.1227183424226,2.12612534801122,90.5220212833628
1203,25.294243688023,3.138418360003,9.90034237589227,35.4119328220793,7.7911277050993,2.7364841425284,4.1217849532958,2.12718499662142,90.5215190435425
1204,25.293147610366,3.13887658024003,9.90023479042593,35.4114071382396,7.79150053386297,2.73658480475678,4.12080611199255,2.12822783614119,90.5207854060251
1205,25.2919133775244,3.13934991341838,9.90014135433479,35.4108108541016,7.7918485076329,2.73670990649328,4.11978445769476,2.12924854039546,90.5198069115956
1206,25.2905495692588,3.13983935133138,9.90006045965714,35.4101441403864,7.79216342926144,2.73686132518963,4.11872437013587,2.13024687613637,90.5185895213571
1207,25.2890582755062,3.14034269674345,9.89998849089279,35.4094067313141,7.79243719450661,2.73703768219822,4.11763568275183,2.13121986681102,90.5171266207243
1208,25.2874536602881,3.14085894460978,9.89992272238336,35.4085964182551,7.7926631122188,2.73723611700278,4.11653534630785,2.1321626159612,90.515428937027
1209,25.2857291534168,3.14138844770657,9.89985939550039,35.407713779389,7.79283044420042,2.73745257027329,4.11542930705424,2.13307874915796,90.5134818466986
1210,25.2838981857322,3.14193036930194,9.89979494090643,35.4067571585271,7.7929479494792,2.73768415353154,4.11433488720069,2.13396514783819,90.5113127925173
1211,25.2819658075352,3.14248559109519,9.89972594215188,35.405724208948,7.79302443484165,2.73792560964676,4.11326619703909,2.13482686969868,90.5089446609564
1212,25.2799315690194,3.14304808805409,9.89964967184132,35.4046142306303,7.79307015497365,2.73816976238329,4.1122336217235,2.13566072621761,90.5063778248432
1213,25.2778163187044,3.14361375642178,9.89956413226127,35.4034239306447,7.79309240101765,2.73841319509539,4.11124633653491,2.13647361337131,90.5036436840515
1214,25.2756271398043,3.14418067628791,9.89946642805156,35.4021497498624,7.79310126049369,2.7386505856503,4.11031536914386,2.13726856139321,90.5007597706873
1215,25.273379428155,3.14475017482295,9.89935493439453,35.4007908594945,7.79313011844408,2.7388804070548,4.10945113530203,2.13804260688627,90.4977796645542
1216,25.2710898774106,3.145322334609,9.89923018609932,35.3993464806044,7.79319263232676,2.73910119918075,4.10865799744385,2.13880793715902,90.4947486448336
1217,25.2687721425279,3.14589514881558,9.89908988248325,35.3978165193593,7.79331248844867,2.73931444704184,4.10794310390958,2.13956333567665,90.4917070682627
1218,25.2664365521244,3.14646800026569,9.89893356980236,35.3962006007477,7.79350887785101,2.73952407971619,4.10730840218933,2.1403094665427,90.4886895492393
1219,25.264094698789,3.14704003749834,9.89876142415662,35.3945052916179,7.79378996803641,2.7397351949784,4.10675155019979,2.14104992096035,90.4857280862368
1220,25.2617471612906,3.14760753978164,9.8985741936828,35.3927358333003,7.79416531922891,2.73994808718413,4.10626473984267,2.14179058152996,90.4828334558411
