"Iteration: Iteration","DF B Mean Monitor: Statistics of DF B Monitor (N)","DF D Mean Monitor: Statistics of DF D Monitor (N)","DF FW Mean Monitor: Statistics of DF FW Monitor (N)","DF RW Mean Monitor: Statistics of DF RW Monitor (N)","DF S Mean Monitor: Statistics of DF S Monitor (N)","DF SU Monitor: Force (N)","DF Wheels Front Mean Monitor: Statistics of DF Wheels Front Monitor (N)","DF Wheels Rear Mean Monitor: Statistics of DF Wheels Rear Monitor (N)","Mean DF Monitor: Statistics of Downforce Monitor (N)"
428,-0.0576251520057927,37.4875314213898,85.2687613216567,106.062869261861,55.5544756862205,-0.718278717082174,-1.89466158466154,-2.49513812826972,279.276722952411
429,-0.0582922136201778,37.4708294578718,85.26897799575,106.044685605201,55.5437694796271,-0.714288733324418,-1.89262106617006,-2.49416282661743,279.23354551197
430,-0.0589286688403767,37.4542383819489,85.2691709318334,106.026525278823,55.5332239860945,-0.708621571654704,-1.89060459216414,-2.49320655205573,279.190640681262
431,-0.0595381519150455,37.4377754544711,85.2693371227938,106.008366345833,55.5228242417125,-0.701846441584121,-1.88860936480831,-2.49227396376327,279.147982791692
432,-0.0601369808295692,37.4214276863297,85.2694803824165,105.990233159665,55.5125323989735,-0.695918127574378,-1.88662943304179,-2.4913582966865,279.105543498189
433,-0.0607191066729085,37.4052088886077,85.269591550935,105.972071959941,55.5023642805451,-0.687068967347895,-1.88466089994982,-2.49046761412661,279.063298043531
434,-0.0612969709438337,37.3891118586674,85.2696647225245,105.953904553393,55.4922913171125,-0.678869240242161,-1.88269571799386,-2.48959940989526,279.021223027843
435,-0.0618916720553695,37.3731203769542,85.2697027224685,105.935766155009,55.4822912463634,-0.671477262362769,-1.88072419623224,-2.48874873616351,278.979309559972
436,-0.0625284180620194,37.3572251366209,85.2697054868165,105.917686625623,55.4723474757595,-0.665009534098169,-1.87873765645456,-2.48791300052745,278.937545361116
437,-0.0632270778988198,37.3414102099984,85.2696814275987,105.899707608282,55.4624549513858,-0.659528134890252,-1.87672645709956,-2.48708810926746,278.895951010686
438,-0.064017234548243,37.3256734226312,85.2696365552075,105.881872782808,55.452608700445,-0.655217887347106,-1.87468436941186,-2.48627242923331,278.85454456973
439,-0.0649215258819352,37.3099949023985,85.2695794404427,105.8642111405,55.4427952630672,-0.652468667262861,-1.87260941518395,-2.48545859840123,278.813313346929
440,-0.0659562537575614,37.2943708449093,85.2695189132809,105.846740799333,55.4330193419254,-0.651325985182285,-1.87050230429076,-2.4846406659249,278.772270433361
441,-0.0671108012694461,37.278791063859,85.2694617501016,105.829483634077,55.4232792279454,-0.651550007632487,-1.8683679544698,-2.48382044186865,278.731433356974
442,-0.0683906702335754,37.2632494008154,85.2694120367802,105.812443029265,55.4135818153918,-0.65313384887239,-1.866211923149,-2.48299170073267,278.690802417126
443,-0.0697918912271993,37.2477501050289,85.2693712980974,105.795616159583,55.4039277050685,-0.65609736078089,-1.86404404245471,-2.48215007758778,278.650376575363
444,-0.0712998010884658,37.2322944135334,85.2693377978655,105.778993811068,55.394300556252,-0.660242493117408,-1.86187409522487,-2.48129348547049,278.610134128825
445,-0.0728714764513293,37.216891398266,85.269308108869,105.762547668566,55.3847064188521,-0.66514401105655,-1.85971062741617,-2.48042049199776,278.570092629582
446,-0.074482692999697,37.2015458101078,85.269271667685,105.746244957842,55.375125277005,-0.670826961656166,-1.85756277817466,-2.47952942757676,278.530208551078
447,-0.0760931331789394,37.1862582187419,85.2692225832516,105.730050845201,55.3655438108889,-0.676802376152914,-1.85543944671678,-2.47862035734494,278.49045920185
448,-0.077674510200748,37.1710152734285,85.2691558425682,105.713923364596,55.3559477490491,-0.682635537310648,-1.85334582429766,-2.47769242354201,278.450794339622
449,-0.0792006111403935,37.1558191055622,85.2690684547829,105.697832750863,55.346324224588,-0.688252672122105,-1.85128606294928,-2.47674909865418,278.411189627642
450,-0.0806484425982914,37.1406592931961,85.2689529779237,105.681749370593,55.3366578209927,-0.69266565468853,-1.84926264155698,-2.47579333213105,278.3716024743
451,-0.0820047813073429,37.1255271810492,85.268807221426,105.665659896756,55.3269293197243,-0.696395530821371,-1.84727674341307,-2.47483142900957,278.331996800515
452,-0.0832721316290176,37.1104209659802,85.2686336636497,105.649554942737,55.3171180593029,-0.698291538956349,-1.84532700116179,-2.47386431434546,278.292345280721
453,-0.0844657158669019,37.0953288323385,85.2684292181248,105.633432091565,55.3071958362167,-0.698561412482447,-1.84341044310872,-2.47289749597296,278.252588248382
454,-0.0856089447945612,37.0802724631895,85.2681963675201,105.617297198537,55.2971617198336,-0.696934137885461,-1.84152229130566,-2.47193499997043,278.212736314608
455,-0.0867223186584273,37.0652863459563,85.2679378947488,105.601156951965,55.2870137536175,-0.693114276851925,-1.83965810891529,-2.4709820599461,278.172814976678
456,-0.0878331973716423,37.0503999755993,85.2676590760916,105.585018034283,55.2767786017572,-0.6872390326565,-1.8378096572214,-2.47004434972008,278.1328720067
457,-0.0889819236790686,37.03561991383,85.2673642359346,105.568889833165,55.2664547185104,-0.679459309323194,-1.83596945176466,-2.46912264585671,278.092896577967
458,-0.0901845722665286,37.0210012956552,85.2670601627798,105.552786260434,55.2560742633993,-0.669970235012402,-1.83413151893505,-2.46822182654292,278.052985324507
459,-0.0914457969144898,37.0065831211186,85.2667556352003,105.536713289569,55.2456561904417,-0.658960714828295,-1.83229076757575,-2.46733973791801,278.013216719014
460,-0.0927690399828532,36.9924014258579,85.2664629905901,105.52067124017,55.2352339636172,-0.646783743286683,-1.830448099596,-2.46647481537327,277.973672518792
461,-0.0941471362395511,36.9784944373744,85.2661881851549,105.504660023319,55.2248387400133,-0.633925621546723,-1.82860352931945,-2.46562805917904,277.934435431172
462,-0.095562478826476,36.9649172235579,85.265938603885,105.488668877476,55.2144948200026,-0.620215917247774,-1.82675920195368,-2.46480007367865,277.895597967595
463,-0.0969895013311904,36.9516774189298,85.2657172561947,105.472686209069,55.2042327996341,-0.606507332956862,-1.82491612204711,-2.46398151989457,277.857223481683
464,-0.0984002696745827,36.9387761977073,85.2655270923815,105.456689225382,55.1940710820755,-0.593173722077598,-1.8230759822685,-2.46316751885971,277.819341831098
465,-0.0997693690806806,36.9262356816744,85.2653675736402,105.440657297317,55.1840194651403,-0.580075957638748,-1.82124267539624,-2.46235402985168,277.781988640352
466,-0.10108922965468,36.9140206111774,85.2652290003567,105.424570282884,55.1740766886456,-0.5685247648806,-1.81941889083349,-2.4615363528078,277.745103631866
467,-0.102349548456327,36.9021163441965,85.2651067801853,105.408412389237,55.1642475683088,-0.558500406364722,-1.81760610453715,-2.46070617317732,277.708670311199
468,-0.10355284842116,36.8904911874267,85.2650001059668,105.392175938706,55.154518165467,-0.550512710692359,-1.81580668012812,-2.45985916726727,277.672629514102
469,-0.104701647333192,36.8791177266397,85.2649026253868,105.375860010884,55.1448725924141,-0.544847450949169,-1.81402549286173,-2.458994363387,277.636919188906
470,-0.105800334723043,36.8679530569106,85.2648101877308,105.35946438641,55.1352991913461,-0.541413860566611,-1.81226367524645,-2.45810335431504,277.601478468473
471,-0.10687752251473,36.8569784735948,85.2647130799342,105.343002992452,55.1257779120519,-0.540902889528369,-1.81052358275879,-2.45718838166996,277.566233357458
472,-0.107942563121411,36.8461548686313,85.2646094936012,105.326495598376,55.1162860865806,-0.543215056651306,-1.80880666721775,-2.45625161450593,277.531121085655
473,-0.1090228631111,36.8354584237937,85.2644935821456,105.309966663475,55.106810509456,-0.548648638177026,-1.80711031446974,-2.45529469967487,277.496090240907
474,-0.110136375767026,36.8248525319586,85.264361430829,105.293433338803,55.0973336267078,-0.557516858031788,-1.80543202709683,-2.45431863996853,277.461076272443
475,-0.111300607624373,36.8143256757588,85.264207778484,105.276919178792,55.0878423889953,-0.569779698438073,-1.80376594879343,-2.45332428703963,277.426053382211
476,-0.112533232848833,36.8038631153242,85.2640339147043,105.260439740069,55.0783368455452,-0.584564827380966,-1.80210453968059,-2.45231363020438,277.391006471105
477,-0.113822310974291,36.7934731157973,85.263838815602,105.24400184343,55.0688198650801,-0.601962224715916,-1.80044236175767,-2.45128696543433,277.355964275698
478,-0.11516266142016,36.7831427895705,85.263624883675,105.227602925991,55.0592961646474,-0.620390746359591,-1.79877325090038,-2.45024361871122,277.320928559066
479,-0.11653337321335,36.7728809701869,85.2633969466816,105.211227446051,55.0497713265539,-0.639143315322266,-1.79709194629065,-2.4491819152423,277.285930437222
480,-0.117899062178493,36.762710109798,85.2631649145612,105.194858896216,55.0402602873973,-0.657261711171585,-1.79539352147042,-2.4481057476587,277.251038686881
481,-0.119250813366602,36.7526524543547,85.2629341622105,105.178487999035,55.0307684497726,-0.673833847032629,-1.79368266557241,-2.44701474930167,277.216285097125
482,-0.120555610766908,36.7427374335535,85.2627104702018,105.162103619983,55.0213016870779,-0.688059684100684,-1.79196373439379,-2.44591171248461,277.181730566807
483,-0.121789174538414,36.7329571348623,85.262497659716,105.145696572053,55.0118664490024,-0.699530612020844,-1.79024113131318,-2.44479984171368,277.147390824922
484,-0.122927965540588,36.7233385694003,85.2622993939509,105.129248917235,55.0024670861658,-0.707540037626705,-1.78851863174482,-2.44368173288849,277.113307423195
485,-0.12396063812964,36.7138879122589,85.2621157311535,105.112752219249,54.9931103371077,-0.712882662894878,-1.78680043744553,-2.44256152005646,277.079493505291
486,-0.124883814124624,36.7046012546803,85.2619438577886,105.096206177101,54.9837904780179,-0.715806998112958,-1.78509176680107,-2.44143836703202,277.04594036091
487,-0.125708164109163,36.6954754477071,85.261776769232,105.079623097682,54.9745078496787,-0.716270634467368,-1.78339830821998,-2.44031516596545,277.012636319491
488,-0.12644111171425,36.6864773223684,85.2616053362986,105.063017051932,54.9652577885804,-0.715117072041362,-1.78172088582896,-2.43919192417675,276.979543551548
489,-0.127113206802054,36.6775921158339,85.2614241665341,105.046411354899,54.9560336890606,-0.713043056521231,-1.78006289852852,-2.43806713982382,276.946628028614
490,-0.127752325039365,36.6688005929123,85.2612221083492,105.029831462322,54.946824575745,-0.709871618235682,-1.7784246006241,-2.43694076301632,276.913847974486
491,-0.128394301948594,36.6600659415318,85.2609930321129,105.013300269674,54.9376218289732,-0.706230829573451,-1.77680865240871,-2.43581308015482,276.881136854177
492,-0.129069141443548,36.6513628258209,85.2607288443852,104.996845181338,54.9284148992354,-0.70189433665178,-1.77521399666314,-2.4346842803248,276.848450323231
493,-0.12980056212391,36.6426576569651,85.2604243282993,104.980480148815,54.9191887688662,-0.696861615393325,-1.77363862747155,-2.43355328315119,276.815729233239
494,-0.130622375482106,36.6339174354983,85.260074355983,104.964212646331,54.909921598487,-0.691189582623327,-1.77208022696267,-2.432420716284,276.782890199992
495,-0.131552220001313,36.6250999589742,85.2596744701753,104.948052643072,54.900593225322,-0.685027530272705,-1.77053545645033,-2.43128790071946,276.749861667414
496,-0.132598668507504,36.616174330088,85.2592267017036,104.931987616936,54.8911822225471,-0.678445922882146,-1.76899764414577,-2.4301568461166,276.716577677955
497,-0.133752235804644,36.607110031073,85.2587359561437,104.91599888264,54.8816729795956,-0.671906107335634,-1.76745878006117,-2.42902971999119,276.682993485337
498,-0.135003106553761,36.5978780714275,85.2582076356344,104.900061066032,54.8720592250552,-0.665578759988598,-1.76591194889331,-2.42790885574047,276.649067745587
499,-0.136324721086947,36.5884736509626,85.2576528031538,104.884149425823,54.8623472933153,-0.659588781344144,-1.76434786595858,-2.42679612032478,276.614821538458
500,-0.13769397902116,36.5788701228996,85.2570820755433,104.868233232452,54.8525170040532,-0.65408991009413,-1.76276169248529,-2.42569577668974,276.58021054536
501,0.0408590159894225,36.0182390634108,84.8444462610367,103.610755868603,54.2990980279534,-0.665198058305585,-1.7691277265038,-2.43016516072433,273.964983872471
502,0.313160401684503,35.5041252973282,84.6407313665544,102.721350512101,53.8711944301841,-0.66979604589198,-1.77111731181408,-2.42781911073169,272.20194838584
503,0.295088106067937,34.952723524507,84.7429401228455,102.353281199523,53.6873500962544,-0.666142740593098,-1.76541053158213,-2.43702375739544,271.175813226879
504,0.258037878380223,34.4888758872855,84.8689896816455,102.134788550632,53.5445193853194,-0.661761312676144,-1.75834582577908,-2.44455802729507,270.435584136603
505,0.100915871357741,34.4049015193698,84.930203464717,102.25214049272,53.5105019211857,-0.658703757846643,-1.75414530345791,-2.44050779191772,270.344898472349
506,-0.0561961201878921,34.340085182659,84.9879896390342,102.378986983119,53.483582105427,-0.657758696625894,-1.75057271869362,-2.4370476020894,270.285065490573
507,-0.174891204579284,34.3462121374051,85.0155495960541,102.451521286537,53.468338310031,-0.660109774890397,-1.74974812940952,-2.43629447874355,270.25604814296
508,-0.275695209430589,34.3634047577214,85.0392121434841,102.503326364058,53.4546566387562,-0.667536244642635,-1.74852067018598,-2.4350112709376,270.233931900517
509,-0.323150765678599,34.3922743018556,85.059487875839,102.496547534445,53.4418755906343,-0.677066952805105,-1.74608030385535,-2.43260935205966,270.218095791381
510,-0.362131840687755,34.4176210537624,85.0817848543895,102.483887993087,53.4289365808668,-0.686457789724383,-1.74328098442501,-2.43017391860474,270.203673990168
511,-0.349952368114096,34.3953948742909,85.1208048777477,102.446850513052,53.4099224749387,-0.694982063325064,-1.73833796862067,-2.42793742947363,270.181075308355
512,-0.334932328519438,34.3678935852735,85.1614244836886,102.409072102712,53.3885592340912,-0.702175795030452,-1.73314081116443,-2.425823433746,270.154705560751
513,-0.318466453155308,34.3116768150207,85.2084194108583,102.376257178212,53.3559021147103,-0.70772398015175,-1.72699429197344,-2.42393494845685,270.101738260983
514,-0.303957799495171,34.2507857086316,85.255597623795,102.344382594794,53.3202725214686,-0.710707732179659,-1.72074263059675,-2.42199954253975,270.040453454107
515,-0.297512320359072,34.179673716472,85.3022590036151,102.315979413038,53.2759629765259,-0.712338085316966,-1.71414825047406,-2.41993616846303,269.955532892063
516,-0.312852332061864,34.0919851375956,85.3455410515987,102.294085586062,53.215872374892,-0.712339310646787,-1.70756445047547,-2.41783162639165,269.819559308783
517,-0.331234212988215,34.0034156289315,85.3879549086042,102.272773381754,53.1544111228073,-0.709461204355431,-1.70103067253286,-2.41575038920068,269.677861896379
518,-0.357323325272811,33.915759717363,85.4274035417905,102.252574769596,53.0896983811248,-0.703762141843197,-1.69431867751074,-2.41368304802839,269.524278507565
519,-0.389827878490007,33.8317513517483,85.4641123943864,102.233060802483,53.0234350834803,-0.696151551033844,-1.68747628014127,-2.41147365286585,269.364577995864
520,-0.427351466039096,33.753573245592,85.4980967547031,102.213966267991,52.9570024058278,-0.68559609218641,-1.68045315286884,-2.40902862062482,269.203652051695
521,-0.46662249527458,33.679979791752,85.5303450962947,102.195169260563,52.8911180907275,-0.672972492146405,-1.67324592516399,-2.40634117489696,269.045154982968
522,-0.506397310506416,33.6148229949526,85.5602312770344,102.176815505783,52.8265173332035,-0.658887567764865,-1.66566999624316,-2.40329143771246,268.894808959089
523,-0.545184034455338,33.55591831967,85.5888424534289,102.15876103581,52.7630672081939,-0.644066106953744,-1.65785363851057,-2.40000721629348,268.752510204023
524,-0.582246786914848,33.5029275152703,85.6161915426688,102.140851364938,52.7006583953386,-0.629719073136041,-1.64977655772753,-2.3963795456466,268.618594600041
525,-0.616814933545956,33.4562156190812,85.6424260062915,102.122910023164,52.6392751825163,-0.616269782058854,-1.64141087478841,-2.392488370243,268.494156688123
526,-0.648358898835376,33.4155527296587,85.6678276776367,102.104788720829,52.5790008646885,-0.605761169093726,-1.63275729816234,-2.3883182290452,268.379754662105
527,-0.676708851533232,33.3802664961187,85.692552857094,102.086299268322,52.5195438979063,-0.598537773360162,-1.62386270518574,-2.38396864401106,268.274449247993
528,-0.701564862297255,33.3495982270195,85.7168493721583,102.067230375122,52.4609375946407,-0.595548457244344,-1.61477039328972,-2.37945417015433,268.177825902393
529,-0.7233540940283,33.3230142370113,85.7408600042392,102.047423007329,52.4029371633708,-0.596607347195368,-1.60550549940221,-2.37477481290672,268.088641811747
530,-0.742220754696377,33.2996080453576,85.7645854737228,102.026730089718,52.3453725786839,-0.602002938593403,-1.596134275253,-2.36996293584865,268.005437886048
531,-0.758792003049784,33.2783953575619,85.7880665244034,102.005005753437,52.2878622718011,-0.611408526800916,-1.58667631542266,-2.36501670964648,267.926082123195
532,-0.773458278312361,33.2585167004882,85.811201820005,101.982098763347,52.2302556214046,-0.62548268965239,-1.57716540166718,-2.35995605292994,267.848826530567
533,-0.786666816781374,33.2393402339392,85.8339248581675,101.957884624427,52.1722874493151,-0.641707897906163,-1.56762535732759,-2.35481125258551,267.772064962813
534,-0.799049864976485,33.2202769086199,85.8560635683222,101.932348099073,52.1136666606741,-0.660754389966569,-1.55805891876329,-2.34961527813147,267.694020462486
535,-0.811012320257621,33.2010203255948,85.8774718741223,101.905491297886,52.0542232578162,-0.680297793017072,-1.54846536736494,-2.34434587729211,267.613656587532
536,-0.822857072773816,33.1812942635535,85.897988569128,101.877311796134,51.9939250640027,-0.700067330899728,-1.53885321503024,-2.33904179200407,267.530101611258
537,-0.834837946124459,33.1611915750037,85.9177495569013,101.84816269025,51.9330053258469,-0.718069594880351,-1.52923863292327,-2.33371587112982,267.443818834474
538,-0.847250959461399,33.1408294874212,85.9363082951903,101.81761110952,51.8712033821381,-0.734493122148812,-1.51961067660664,-2.32835060024381,267.353548799179
539,-0.859908872925261,33.1203710682788,85.9539723957662,101.786184471967,51.8089158634908,-0.74735115295253,-1.50998772418331,-2.32298014978604,267.26067083874
540,-0.873100841485735,33.1002586885335,85.9701915972791,101.753660387335,51.7460350436741,-0.757281443628106,-1.50041727574954,-2.31764525194141,267.164360152568
541,-0.886511756273604,33.0805990088622,85.9854180386356,101.720456845934,51.6829255085033,-0.764888960364121,-1.49090163415888,-2.31235146768811,267.066210930766
542,-0.900007740350939,33.0617964431096,85.9996742305133,101.686703946328,51.6197635432911,-0.770029746980962,-1.48149424916224,-2.30714994958411,266.96700728895
543,-0.913386732552842,33.0442977804351,86.0129234508675,101.652514096399,51.5568298370264,-0.773606395007874,-1.47220015147124,-2.30204003744457,266.867760578703
544,-0.926438415393196,33.0283782463525,86.0252285417843,101.61795018479,51.4943524861774,-0.776789198436286,-1.46307109094436,-2.29702852951151,266.769266650284
545,-0.939036771615563,33.0145340424766,86.0366601143702,101.583216705708,51.4325502674945,-0.779624085011586,-1.45412974594236,-2.29212118972956,266.672637245421
546,-0.951067187277089,33.0029200771524,86.0473515450851,101.54835722982,51.3715281560455,-0.782593962279152,-1.44538221569046,-2.28732918386579,266.578419555493
547,-0.96251540026155,32.9936926694976,86.0574434529421,101.513550164187,51.3113522694425,-0.785186500896938,-1.43680631291156,-2.28262512167487,266.48723757969
548,-0.973360883196802,32.987266441025,86.0670837681769,101.478920485343,51.2521412616024,-0.7880001754535,-1.42839402981765,-2.27798411435557,266.399957118631
549,-0.983387407653229,32.9833369964578,86.0764146992636,101.444498722152,51.1939757718845,-0.790036250586884,-1.42010435995307,-2.27337737855051,266.316808050278
550,-0.992857770741988,32.9819730214855,86.0855724443754,101.410376051611,51.1368679791094,-0.790917369762176,-1.41191033686749,-2.26880067736257,266.23787515717
551,-1.00166552064732,32.9828259079115,86.0947346109704,101.376603014163,51.08073548707,-0.791900132391227,-1.40377893593361,-2.26426971627169,266.163072170899
552,-1.00980870275363,32.9857558066723,86.1040400647732,101.343225928239,51.025543774919,-0.791506859000602,-1.39568806529834,-2.25982936873752,266.092384901295
553,-1.01731476550838,32.9904707133136,86.1135694319412,101.310300995193,50.9711754435296,-0.78971436438737,-1.38762046705507,-2.25548199344917,266.025522141228
554,-1.02409231655127,32.9963626893686,86.1234232037735,101.277886780606,50.9175098485939,-0.787222405917983,-1.37954737230341,-2.25124470246263,265.96198032963
555,-1.03000450002833,33.0030798651215,86.1336449738845,101.246021521012,50.8647055752226,-0.783488953779724,-1.37145265306608,-2.24713762223037,265.901757551272
556,-1.03505511926687,33.0101922942449,86.1442168765234,101.214795153905,50.812635523726,-0.779369577222471,-1.36331060007374,-2.24317435884504,265.844328186457
557,-1.03912946913387,33.017206033607,86.1551683793386,101.184213102583,50.7612757655839,-0.775287932913692,-1.35511191706285,-2.23937749750143,265.789268057581
558,-1.04210654692459,33.0238784338281,86.1664386962495,101.154274845354,50.7106841898807,-0.7711285248247,-1.34682884163172,-2.23573104593485,265.736458734905
559,-1.04402925366144,33.0297251524093,86.177959667279,101.125049665005,50.6609183706143,-0.765334923634217,-1.33845369898075,-2.23227124315146,265.685384799899
560,-1.04483108115912,33.0346823710521,86.1896723844195,101.096536697568,50.6119430073547,-0.758469357138765,-1.32996617669408,-2.22898131020109,265.635978638056
561,-1.04437188317525,33.0385298863654,86.2014557633117,101.068697321684,50.5638582110364,-0.750224131004364,-1.32136954646728,-2.22585905089901,265.588093669241
562,-1.04255966618464,33.0411615478787,86.2132359553869,101.04148871228,50.5167486053897,-0.739566306753904,-1.31267181119322,-2.22290927546,265.541685284163
563,-1.03947350699229,33.042660467452,86.2249212268642,101.014932072356,50.4707846602505,-0.726803964249145,-1.30389218721514,-2.22011889315909,265.496874447699
564,-1.0353355893944,33.0431461327733,86.2364210724299,100.989007291572,50.4259900614046,-0.711691222892429,-1.29506806362807,-2.21745870173528,265.453507656965
565,-1.0302891730229,33.0427914186123,86.2476470943322,100.963777760209,50.3823804730279,-0.696057052883207,-1.28625563689351,-2.21490561921682,265.411624223552
566,-1.02435528522598,33.0417807822726,86.2585352228675,100.939291815726,50.3401219459281,-0.681248364943229,-1.27750670015029,-2.21244132349979,265.371555882534
567,-1.01770262519368,33.0403422179373,86.2690234923976,100.915529990522,50.2991582655214,-0.669932470664709,-1.26888301302108,-2.21000684783577,265.333280278741
568,-1.01036914728537,33.0387254964069,86.2790522241717,100.89248610194,50.2594771966678,-0.663186779029255,-1.26041847589345,-2.20757325284512,265.29697838564
569,-1.00241935918364,33.0370085084308,86.2885643803766,100.87009174112,50.221100533213,-0.662744672823633,-1.2521513536459,-2.20510844150572,265.262589064381
570,-0.993934024937867,33.0353996719998,86.2975153432689,100.848324002337,50.1838782745641,-0.669940441445873,-1.24411560913454,-2.20260144332262,265.230018853776
571,-0.985086653925795,33.0340047819659,86.3058681910068,100.827059036536,50.1476920614271,-0.68416334056227,-1.23631241453303,-2.20004909421926,265.198934629642
572,-0.976083927200834,33.0329017138547,86.3136146171934,100.80618994218,50.1125846133795,-0.704156650868501,-1.22878303360212,-2.19743432385134,265.169117993785
573,-0.967140431488677,33.0320805587398,86.3207518421279,100.785594872865,50.0785327955517,-0.727866532604499,-1.22151269160804,-2.19474773802766,265.140198535601
574,-0.958520428027236,33.031535764368,86.32733246219,100.765147453405,50.0455438154551,-0.75322220618299,-1.21448309969764,-2.19200154046842,265.111803160008
575,-0.9503987683247,33.0311415904065,86.3333890330359,100.744790369214,50.01374273729,-0.777782986761104,-1.20765651664648,-2.18921634422029,265.083703571508
576,-0.943013274297554,33.0307562858844,86.3389596697857,100.724471504883,49.9830304632088,-0.799348549439859,-1.20100178565575,-2.18639987694954,265.055368756764
577,-0.93641742235163,33.0303076733887,86.3440775976892,100.704209718826,49.9535514657481,-0.815869372526832,-1.19444609296299,-2.18357559528764,265.026841423883
578,-0.930601995295119,33.0296822873449,86.3488232344843,100.684043451744,49.9253894689986,-0.826297997601178,-1.1879440450296,-2.18077260100256,264.99817185991
579,-0.925467118146685,33.0288181554209,86.3532493692504,100.663973675261,49.8986272679807,-0.829554512214532,-1.18145499005341,-2.17800720499261,264.969501809072
580,-0.920842098020727,33.0275283365317,86.3574131159416,100.644021933785,49.8732757223554,-0.825939240045839,-1.17495946699473,-2.17528192540337,264.940887628295
581,-0.916527511881125,33.0259221645079,86.361332848702,100.624217805874,49.8495124953471,-0.815030290737731,-1.16845534462574,-2.17259185695954,264.91286676952
582,-0.912259599850076,33.0239787357965,86.3650325244138,100.604572644907,49.8273712642937,-0.79815502803163,-1.16194850702211,-2.16995462094124,264.885740294282
583,-0.907871949276614,33.0216613763522,86.3685068584455,100.585121799127,49.8068574415833,-0.775638386559562,-1.15545933308953,-2.1673741822385,264.859695683937
584,-0.903282249097307,33.0190479434179,86.371775345187,100.565882091269,49.7880279656781,-0.749547129778411,-1.14901017815615,-2.16485208711013,264.835009699148
585,-0.898413314420278,33.0161993033673,86.3748500153786,100.546876670707,49.7707768544478,-0.721936592373127,-1.14262622102821,-2.16239983409424,264.811774487683
586,-0.893353566967217,33.0130803348615,86.3777450353056,100.52811854565,49.7552321949115,-0.695575879553761,-1.13632002024658,-2.16001417887898,264.790069606349
587,-0.888109241304656,33.0098612276535,86.3804414386696,100.509645270062,49.7414333486889,-0.671644158703286,-1.13010616554309,-2.15769285665012,264.770149349635
588,-0.882748852257074,33.0065565448705,86.3829574928307,100.491499357629,49.7293512688169,-0.652740334315946,-1.12397910568327,-2.15545943049193,264.752013733926
589,-0.877467488582715,33.0032712337091,86.3853005588333,100.473704505731,49.7189274724621,-0.639588315481917,-1.11793640609946,-2.15332296159272,264.735560153128
590,-0.872353577188763,33.0000917354378,86.3874787325242,100.456288886345,49.7100691944902,-0.63196270152274,-1.11198477646931,-2.15128686182687,264.720740037192
591,-0.867680813622192,32.9970694727965,86.3894954754044,100.439212366321,49.7025979090677,-0.630065568966545,-1.10611704592027,-2.14934982101805,264.707130167369
592,-0.863423974495972,32.994302712861,86.3913758568591,100.422460967646,49.6965678035316,-0.632712352191102,-1.10033752614042,-2.14753368684297,264.694909064426
593,-0.859482771421573,32.9917897173198,86.3931235847423,100.405990046177,49.6918805419578,-0.638835289621563,-1.09464901909602,-2.14585277775287,264.68402365734
594,-0.855772916375519,32.9894965815306,86.3947466878918,100.389704615434,49.6883705023157,-0.646277005393525,-1.08904949009921,-2.14431551838068,264.674256208848
595,-0.852140171539157,32.9873804691426,86.3962450599894,100.373534345085,49.6859278859179,-0.655024316680345,-1.08352728916116,-2.14293026649837,264.665520879318
596,-0.848578416846384,32.9853352807586,86.3975966825814,100.357393492317,49.684432819039,-0.663100107732757,-1.07810874948402,-2.14169409283431,264.657442842178
597,-0.844970144503088,32.9832377662073,86.3988007007811,100.341196573023,49.6838402205551,-0.670789520338674,-1.07279885932769,-2.14061257502452,264.649835835374
598,-0.841303870799929,32.9809768007798,86.3998131731191,100.324865141468,49.6841193702985,-0.67743223950166,-1.06760811581715,-2.13969662977068,264.642375808287
599,-0.837516021688556,32.9784622711235,86.4006252371485,100.308290928369,49.6851518475261,-0.683001819842658,-1.06254300263499,-2.13893869010328,264.63475912466
600,-0.83356283204225,32.9755149791949,86.4012084820491,100.291423768082,49.6868625622428,-0.688501465798566,-1.05761996899487,-2.13832741694004,264.626647859551
601,-0.829431865710734,32.9719651196418,86.4015464303179,100.27417830986,49.6891657588159,-0.692893528757675,-1.05283618409379,-2.13783010200042,264.617696349228
602,-0.825167082761718,32.9676615570767,86.4016225697377,100.25653329754,49.6918833207892,-0.697373250977352,-1.04818295811848,-2.13743515267059,264.60748343379
603,-0.820856757867917,32.9623679315346,86.4014321867652,100.238484866628,49.6948133511031,-0.701960087597957,-1.04365100041424,-2.1371106604487,264.595494661351
604,-0.816499151812513,32.9558095978528,86.4009780392996,100.22000250139,49.6977845503832,-0.707777005731212,-1.03922144747929,-2.136830733144,264.5812957006
605,-0.812275171370196,32.9478167015239,86.4002613441769,100.201079697797,49.7005449070064,-0.714831401216034,-1.03489624455229,-2.13654815606647,264.564332900322
606,-0.808202279172821,32.9381175761544,86.3992906008225,100.181704557824,49.7029266793741,-0.723195805953146,-1.03064734702312,-2.13625592045368,264.544209160484
607,-0.804465733833422,32.926562032415,86.3980844864362,100.16187773356,49.7046626370178,-0.732468658039368,-1.02647920832641,-2.13594357423149,264.520390638304
608,-0.801093696134989,32.9129406583112,86.3966721942823,100.141602278266,49.7056078236818,-0.742764649875135,-1.02237682149515,-2.13560145194772,264.492599408447
