"Iteration: Iteration","DF B Mean Monitor: Statistics of DF B Monitor (N)","DF D Mean Monitor: Statistics of DF D Monitor (N)","DF FW Mean Monitor: Statistics of DF FW Monitor (N)","DF RW Mean Monitor: Statistics of DF RW Monitor (N)","DF S Mean Monitor: Statistics of DF S Monitor (N)","DF SU Monitor: Force (N)","DF Wheels Front Mean Monitor: Statistics of DF Wheels Front Monitor (N)","DF Wheels Rear Mean Monitor: Statistics of DF Wheels Rear Monitor (N)","Mean DF Monitor: Statistics of Downforce Monitor (N)"
1116,-1.98836656049565,29.4460662051961,84.614906423677,95.6909792088809,48.6713675496679,-0.853711032821056,-1.16256812543024,-2.27178214179742,252.190198433321
1117,-1.99000695139272,29.4436171523008,84.6147926153065,95.6895517216791,48.6703923462076,-0.856397243824349,-1.16320533998348,-2.27218690403215,252.182489690347
1118,-1.99162485637808,29.4410734837597,84.6147089681382,95.6881307800797,48.6693664395987,-0.856104215943523,-1.1638373707573,-2.27260605416721,252.174683395886
1119,-1.99322575921299,29.4384163779338,84.6146464058821,95.6867209373213,48.6682796203384,-0.852740990180915,-1.16446679536522,-2.27303826533858,252.166736393083
1120,-1.99481244671204,29.4355763678073,84.6145999932963,95.6853093706501,48.6671080213909,-0.84660853939765,-1.16510068276916,-2.27347829905499,252.158528009837
1121,-1.99640953914499,29.4325558048362,84.6145636356523,95.6838806665067,48.6658313389672,-0.83851112892594,-1.16574358363626,-2.27392603560333,252.149986462359
1122,-1.99805153458331,29.4292931489988,84.6145295235169,95.6824249722367,48.6644279930111,-0.829060186897303,-1.16640019469876,-2.27438180937783,252.140969123981
1123,-1.99976486244075,29.4257970703179,84.6144920451332,95.6809199741751,48.6628903354363,-0.818928615069089,-1.1670764508246,-2.27484815485093,252.131416138252
1124,-2.0015605857033,29.422051765981,84.6144537338219,95.6793540310208,48.6612094147314,-0.808796557733161,-1.1677768551827,-2.27532510794114,252.121282209894
1125,-2.00346629397818,29.4180426719382,84.6144153028832,95.6776970693221,48.659370959656,-0.800172705854274,-1.16850955525216,-2.27581406528645,252.110476148489
1126,-2.00552635543316,29.4137752842781,84.6143754765438,95.6759422192058,48.6573683635032,-0.794331555215849,-1.16927530750624,-2.27631381889601,252.098949434105
1127,-2.00773732070463,29.4092783615438,84.614337926532,95.6740960875881,48.6552188714954,-0.791176801576164,-1.1700765090219,-2.27682442524781,252.086764362425
1128,-2.01012654745875,29.4045425393594,84.6143024494935,95.672174005966,48.6529218986933,-0.79080084966503,-1.17091070229006,-2.27734553980876,252.073905364919
1129,-2.01268381008147,29.3996063966961,84.6142708452126,95.6701997365471,48.6505053500167,-0.79340275133241,-1.17177368509489,-2.27787450599618,252.060483490966
1130,-2.01540850112424,29.39450839605,84.6142444996674,95.6682035414623,48.6479849100066,-0.798221603223141,-1.17265863572993,-2.27840902595801,252.046595503534
1131,-2.01828785743986,29.3893001956856,84.6142237964084,95.6662280901445,48.6453908982875,-0.805394734794273,-1.17356590534245,-2.27894712299416,252.032378330526
1132,-2.02131499971926,29.3840370721014,84.614208552035,95.6643204361383,48.6427537667719,-0.814398905966658,-1.17448787585482,-2.27948816123114,252.01797332162
1133,-2.02448633725062,29.3787759435355,84.6141949698085,95.6625157266238,48.6400981442712,-0.824367181074892,-1.17541989560164,-2.28003461740771,252.003491717194
1134,-2.02776787670906,29.3735734998244,84.6141846335007,95.6608577055488,48.6374571684067,-0.835250456459343,-1.17635563184326,-2.28058604586518,251.989099851722
1135,-2.03117319736669,29.3685142329048,84.6141747924419,95.6593843186786,48.6348634669969,-0.845667881639271,-1.17729017553747,-2.28114401527611,251.97493218541
1136,-2.03467685099352,29.363641800001,84.6141636537292,95.6581227663306,48.6323266662654,-0.8562961869198,-1.17822419637288,-2.28170779289753,251.961083430496
1137,-2.03826021407013,29.3590254675256,84.6141500824595,95.657084134195,48.6298713211219,-0.866433720603621,-1.17914972104632,-2.28227846860758,251.94767669563
1138,-2.04191646994749,29.3547167773301,84.6141357869266,95.6562759826778,48.6275244377715,-0.876052350920417,-1.18006680945275,-2.28285545121209,251.934802501959
1139,-2.04562686925139,29.3507690892303,84.6141198810635,95.6556855897535,48.6252924998076,-0.883226476076721,-1.18097467975067,-2.28343787950573,251.922529022813
1140,-2.04935039800823,29.347234594818,84.6141056249513,95.6552894374064,48.6231928968729,-0.88831357417897,-1.1818719407316,-2.28402680304738,251.91095168098
1141,-2.05305897053733,29.3441508777124,84.6140882394929,95.6550471523374,48.6212446674939,-0.890226717460036,-1.18276375725301,-2.28462333467632,251.900114714208
1142,-2.05668766608479,29.3415313085543,84.6140677209121,95.654914977929,48.6194542706028,-0.888779703064941,-1.18364817454677,-2.28522719366459,251.890072911136
1143,-2.0601876234825,29.339391227773,84.6140387453869,95.6548431348867,48.6178341123593,-0.884154802487001,-1.18452533241402,-2.28583935120728,251.880861687489
1144,-2.06351305812165,29.3377156964662,84.614007702772,95.6547858589332,48.6163964663061,-0.87695801930583,-1.18539147056525,-2.28646030794965,251.872500774875
1145,-2.06661491639167,29.3365104488002,84.6139728320433,95.6546908627672,48.6151621305813,-0.868215748611185,-1.18624460168198,-2.2870896217271,251.865026729011
1146,-2.06945177763419,29.3357352986788,84.613940198381,95.6545196755468,48.6141387508742,-0.859435799814443,-1.1870787548299,-2.28772756879151,251.85842985576
1147,-2.07196448395502,29.3353716676976,84.6139092890562,95.6542345454891,48.6133240612299,-0.850831357931202,-1.18789200537947,-2.28837314270733,251.85271861814
1148,-2.07412790336344,29.3353716311002,84.6138842419506,95.6538261210903,48.6127021679942,-0.843754794783462,-1.18867537466381,-2.28902484479213,251.847859992676
1149,-2.07593487864902,29.335713871969,84.6138716253211,95.6532865456761,48.6122858731356,-0.83788095705654,-1.18942458101606,-2.28967957071451,251.843856846519
1150,-2.07736700713165,29.3363381835525,84.6138751330694,95.6526288937066,48.6120531440419,-0.832949911610305,-1.19013830148697,-2.29033773878184,251.84066038832
1151,-2.07842816013886,29.3371895162599,84.6138974094919,95.6518667399661,48.6119867832097,-0.829015935741693,-1.19081688264061,-2.29099716948975,251.838208505362
1152,-2.07911422931787,29.3381917943239,84.613949374988,95.6510278516245,48.6120563790962,-0.825643970170964,-1.19145749508443,-2.29165843038506,251.836435930539
1153,-2.07945219502878,29.3393008526026,84.614037967191,95.650131231266,48.6122201029928,-0.822107203996438,-1.19206547423965,-2.29231810977212,251.835250585759
1154,-2.07948901152275,29.3404489918246,84.614171440245,95.6492014762501,48.6124363731692,-0.818682493139169,-1.19264682520344,-2.29297554672189,251.834519662873
1155,-2.07927435092795,29.3415791456396,84.6143545252889,95.6482550971052,48.6126570850374,-0.815783026159003,-1.19320839841117,-2.29362594279792,251.834102594537
1156,-2.07887991323281,29.3426299781513,84.6145876837407,95.6473080933829,48.6128302011398,-0.813271011012766,-1.19375853275271,-2.29427163546949,251.83381516961
1157,-2.07837425679531,29.3435561769225,84.6148763691764,95.646367336007,48.6129050288858,-0.81122722774616,-1.19430595506136,-2.29491208722342,251.833493302096
1158,-2.07784004747818,29.3442927721436,84.6152162170735,95.6454268112634,48.6128345905355,-0.808642132541246,-1.19485415382567,-2.2955468116438,251.832922701852
1159,-2.07733948545909,29.3447956494348,84.6156061439358,95.6444744371901,48.612586304713,-0.805930337455557,-1.195414670642,-2.29617540950532,251.831934318342
1160,-2.07695498681953,29.3450233503057,84.6160392871659,95.6434880419304,48.6121293203091,-0.802409260592548,-1.19599387511508,-2.29679536331016,251.830335806201
1161,-2.07674534203292,29.3449541742863,84.6165047204234,95.6424454272025,48.6114475163317,-0.798520777241658,-1.19659766261396,-2.29740534733129,251.82798751494
1162,-2.07679169238384,29.3445412961629,84.6169884113078,95.6413252875332,48.6105225950365,-0.795234497655576,-1.19723282929285,-2.29800580371649,251.824696363785
1163,-2.07714855061538,29.3437740309369,84.6174773102623,95.6401023612718,48.6093540675519,-0.793211718680017,-1.19790549354122,-2.2985950602737,251.820352052403
1164,-2.07787088602195,29.3426291102149,84.6179620348968,95.6387520826538,48.6079375522042,-0.793486932593343,-1.19861976082776,-2.29917497093855,251.814831127632
1165,-2.078966456005,29.3411015631765,84.6184288184866,95.6372455161545,48.6063048787893,-0.79655856811699,-1.19937368863296,-2.29974744367014,251.808109589417
1166,-2.08041205602897,29.3392047922797,84.6188712657753,95.6355777565569,48.6044619414396,-0.802681999886001,-1.20016462909049,-2.30031392528113,251.800221329871
1167,-2.08219771052952,29.3369537370598,84.6192744439615,95.6337308153574,48.6024415787353,-0.81155179684091,-1.20098820655018,-2.30087221670111,251.791200320472
1168,-2.08428265963089,29.3343567079226,84.6196298395329,95.6317020867623,48.6002840371398,-0.8224852412945,-1.20183905633855,-2.30142287619271,251.781132943297
1169,-2.0866154377857,29.3314478198399,84.6199327223116,95.6294869126773,48.5980196050844,-0.834336440058126,-1.20270854552881,-2.30196559239045,251.770138703367
1170,-2.08911178489635,29.3282536206641,84.6201753307019,95.6270970123857,48.5956834565102,-0.845495880160004,-1.2035916030956,-2.30250560222337,251.758372393954
1171,-2.09168392811369,29.3248040168927,84.6203588739686,95.6245353110861,48.5933240826958,-0.855058960501599,-1.20448015048657,-2.3030431874411,251.74601614131
1172,-2.09424345747625,29.3211395995644,84.6204874537152,95.6218045023934,48.5909604210977,-0.862087071874117,-1.20537171209757,-2.30357796204011,251.733234551971
1173,-2.09670937257778,29.3172941209023,84.6205665516047,95.6189080881088,48.5886189109759,-0.864959513059911,-1.20626005197721,-2.30411350554088,251.720186959041
1174,-2.09900493945463,29.3133103861048,84.6206030942716,95.6158458805972,48.5863146464434,-0.864700577819361,-1.20714588950668,-2.30465608172987,251.707012691163
1175,-2.10105053468213,29.3092704847508,84.6206092860015,95.6126175159722,48.5840750511712,-0.860395564653355,-1.20802816749329,-2.30520842267059,251.693915588806
1176,-2.10280201805437,29.3052022607051,84.6205913719332,95.6092258302237,48.581906487584,-0.85349086045193,-1.20890152013787,-2.30577839552204,251.680983487599
1177,-2.10421935452231,29.3011579407535,84.6205554011072,95.6056743480879,48.5798139667364,-0.843781275033645,-1.20977138296652,-2.3063719369332,251.668313286695
1178,-2.10529847600548,29.2971762571686,84.6205141097645,95.6019681696509,48.5777945030329,-0.831589232627393,-1.21063473375525,-2.30699488009716,251.655961873625
1179,-2.10603578093483,29.293305183656,84.620472698751,95.5981154211386,48.5758570006157,-0.81742195474659,-1.21149791421932,-2.30765217680446,251.643991947304
1180,-2.10644910086914,29.289574185446,84.6204379018015,95.5941277455401,48.5740003039757,-0.801447066555128,-1.21236529869069,-2.3083478134492,251.632423999547
1181,-2.10657968161128,29.2860050691186,84.6204138529807,95.5900064588057,48.5722278054238,-0.784459537825793,-1.21323984401488,-2.30908230381418,251.621243706531
1182,-2.10646873023453,29.2826291646745,84.6204060192297,95.5857703378782,48.5705296613886,-0.767598778918387,-1.21412507774253,-2.30985716133088,251.610447914239
1183,-2.10615526808624,29.2794688218282,84.620418574407,95.5814233300961,48.5689070343804,-0.752326199078025,-1.21501759820224,-2.31067618975085,251.600025643768
1184,-2.10568396096033,29.2765300708659,84.6204525526625,95.5769782080279,48.5673623166078,-0.739463599160542,-1.2159200767761,-2.31154017309559,251.589946794855
1185,-2.10511526656725,29.2738014290724,84.6205089138385,95.5724452094816,48.5658834838557,-0.729325022470986,-1.21683193195628,-2.31245467884588,251.58012968175
1186,-2.10449032328349,29.2712832710853,84.6205837382568,95.5678458816118,48.5644764109474,-0.72301791918024,-1.21774900734363,-2.31341551632479,251.570559632271
1187,-2.10385722534149,29.2689553318838,84.6206769662366,95.5631938051297,48.5631419431733,-0.719814229625289,-1.21866596482462,-2.31441978574227,251.56118671225
1188,-2.10325290197701,29.2667895235542,84.6207876445281,95.5584995763104,48.5618836506528,-0.721746604203394,-1.21957631213706,-2.31546541350544,251.551959210889
1189,-2.10271619695932,29.2647649561853,84.6209148177815,95.5537787935782,48.5607006220642,-0.727429244578615,-1.22047589940299,-2.31655033833416,251.542831337278
1190,-2.10225733359492,29.2628571914701,84.6210578991062,95.5490477789954,48.5596002314246,-0.736470640480727,-1.22135576403855,-2.3176651251324,251.533803972213
1191,-2.10188405994618,29.2610221541387,84.6212152360971,95.5443226063827,48.5585769315865,-0.74833594444087,-1.22220980116667,-2.31880380405338,251.524841013649
1192,-2.10159742472977,29.2592287499852,84.6213827608107,95.5396121504254,48.5576353413401,-0.762324942463672,-1.2230340190725,-2.31995828668203,251.51592650434
1193,-2.10140380185786,29.2574499930159,84.6215604940755,95.5349070649516,48.5567765162312,-0.777609032885479,-1.22382683483227,-2.32112476434131,251.50702148208
1194,-2.10132998904324,29.2556521190492,84.6217493150531,95.5302099789573,48.5559817177835,-0.793993121054215,-1.22458532183784,-2.32229946226928,251.49805243559
1195,-2.10137648207462,29.2538077325026,84.6219486094804,95.5255010573557,48.555250634769,-0.811343679231755,-1.22530833178937,-2.32347865591393,251.488972127456
1196,-2.1015587422804,29.251883153809,84.6221587817845,95.5207793240544,48.5545686346831,-0.828448320389621,-1.22599996416986,-2.32465467014012,251.479718282747
1197,-2.10188258995242,29.2498861896146,84.6223825655264,95.5160258267295,48.5539203006821,-0.845811398861885,-1.22666317059028,-2.32582317800006,251.470259318286
1198,-2.10237031230396,29.2477860151715,84.6226241187666,95.5112234485437,48.5533000857127,-0.861764115306351,-1.22729544311917,-2.32697950581273,251.460532071856
1199,-2.10304293897667,29.2455686596798,84.6228874322038,95.5063531473177,48.5527014063175,-0.874789733693311,-1.22790299948635,-2.328120691481,251.450481033946
1200,-2.1039219969852,29.2432153392286,84.6231749457419,95.5013885660031,48.5521239699866,-0.883435964614084,-1.22848691264293,-2.32924818462803,251.440047188457
1201,-2.10501147892988,29.2407395435828,84.6234921710561,95.496312893004,48.5515729604011,-0.885806422687023,-1.22905022882018,-2.33036244985258,251.429242994825
1202,-2.10628846606963,29.2381452340495,84.6238383668211,95.4910929630766,48.5510547998099,-0.881303557096332,-1.22959322178309,-2.3314636407251,251.418082085936
1203,-2.10774096726272,29.2354528662324,84.6242199302655,95.4857146616569,48.550588246665,-0.870603160340924,-1.23012139445751,-2.33255672341578,251.406612099449
1204,-2.10933646214114,29.2326643039478,84.624642643481,95.4801553149808,48.5501761161924,-0.856139613038876,-1.23063606700408,-2.3336414202022,251.39486200285
1205,-2.11105142805904,29.229782163752,84.6251042013851,95.4743933148503,48.5498345863882,-0.838198816386931,-1.23113824095399,-2.33471858629713,251.382858046741
1206,-2.11280961715143,29.2268211939984,84.6256075569702,95.468412228875,48.5495765974191,-0.820251707386655,-1.23162924943409,-2.33579254835037,251.370686822468
1207,-2.11456729371995,29.223791497096,84.6261485355116,95.4622021561828,48.549427849987,-0.804257220524841,-1.23211357815135,-2.33686452751867,251.358406352945
1208,-2.1162380105833,29.2206913933945,84.6267271661876,95.4557551676982,48.5493918917844,-0.792251949404612,-1.23259303863095,-2.33793136964968,251.34609228256
1209,-2.11775547982689,29.2175303231998,84.62733690557,95.4490652333424,48.5494843931797,-0.786135578481618,-1.23306689833628,-2.33898885515911,251.333817289872
1210,-2.11906730317755,29.2143068305368,84.6279743034274,95.4421475856932,48.5497034152352,-0.785814459665681,-1.23354218952661,-2.3400343674468,251.321626499194
1211,-2.12012740429743,29.2110426780283,84.6286336255266,95.435018408219,48.5500541267436,-0.791042217107568,-1.23402168148902,-2.34106826428588,251.309588961465
1212,-2.12090208816257,29.2077171571055,84.6293093645825,95.4276942834005,48.5505374971336,-0.801036197441204,-1.23450782305142,-2.34208840858508,251.297720796985
1213,-2.1213886581589,29.2043190126098,84.6299959043626,95.4202041028751,48.5511475313689,-0.814839521076563,-1.23500398601105,-2.34309255527651,251.286021790986
1214,-2.12159203911224,29.2008331493643,84.630685580266,95.4125742161506,48.5518690207387,-0.831321501210982,-1.23551430820184,-2.34407716472212,251.274469961652
1215,-2.12152174030801,29.1972819259175,84.6313749107725,95.4048385273217,48.5527042449294,-0.847627178586031,-1.23604850468274,-2.34504028742731,251.263105101835
1216,-2.12120669266662,29.1936539452386,84.6320620603098,95.3970217091936,48.553635143551,-0.863539955049325,-1.2366126046211,-2.34597711876063,251.251892593522
1217,-2.12069004588895,29.1899505338403,84.6327359949326,95.389145419571,48.554654857366,-0.877473160092172,-1.23721762500317,-2.34688216631432,251.240795157194
1218,-2.12003267733603,29.1861602312439,84.6333912456315,95.381235996981,48.5557598173099,-0.887761678835154,-1.23786455719847,-2.34775417522651,251.22976671919
1219,-2.11929394040002,29.1822759998285,84.6340229071279,95.3733222858895,48.556931624971,-0.895210193640744,-1.23855361034354,-2.34859127709918,251.218756366856
1220,-2.11854595409308,29.1782901022702,84.6346273885325,95.3654153674295,48.5581824174781,-0.899351355071645,-1.23927900503888,-2.34939259374998,251.207720523537
1221,-2.11783771748455,29.1742093974472,84.6352043955657,95.3575239345958,48.5595127709437,-0.899580119327368,-1.24003739924033,-2.35015953256509,251.196636281275
1222,-2.11720872086596,29.1700190148231,84.6357493500643,95.3496434488494,48.5609271557627,-0.896162578662237,-1.24082610692944,-2.35089469834958,251.185454413143
1223,-2.11670559069921,29.165742179881,84.6362608730403,95.341780566474,48.5624288265676,-0.889376679921423,-1.24164082833172,-2.35159603482648,251.174172327911
1224,-2.11634050567572,29.1613827348337,84.6367394161316,95.3339315198227,48.5640245748721,-0.879560992047998,-1.24247203546715,-2.35226094274102,251.162800934466
1225,-2.11613578998119,29.1569557333525,84.637186530998,95.3260930482581,48.5657124672928,-0.867773701409133,-1.24330868742778,-2.35288993354687,251.151339402166
1226,-2.11608790135375,29.1524630973679,84.6376045100264,95.3182640111612,48.5674983093842,-0.855186299268861,-1.24414136775731,-2.35348420081105,251.139803740909
1227,-2.1161827450263,29.1479454975872,84.6379983005357,95.310444785764,48.5693910732527,-0.84344336467291,-1.24496358803942,-2.35404417909841,251.128261991811
1228,-2.11638064097959,29.1433997014055,84.6383743479157,95.3026337117188,48.5713935432258,-0.831742309254328,-1.24576202543794,-2.35456779866293,251.116769197407
1229,-2.11662422195161,29.1388528262278,84.6387404672632,95.2948393376718,48.5735015387704,-0.822179983841135,-1.24652886710356,-2.35505445345671,251.105424171939
1230,-2.11686415435984,29.1343247562129,84.6391033700471,95.287070823327,48.5757124696187,-0.813959729065642,-1.24725490845463,-2.35550302653326,251.094316476441
1231,-2.11707046067085,29.1298016309266,84.6394717780377,95.2793389907037,48.5780146009515,-0.807185216996722,-1.24793578438518,-2.35591450436146,251.083474834713
1232,-2.11718552372018,29.1253226546549,84.6398544002086,95.2716583984934,48.5804072112703,-0.800937379728187,-1.24856273962202,-2.35628409768895,251.073036142364
1233,-2.11714512990399,29.1208975844302,84.6402608620178,95.2640413638667,48.5828946458549,-0.795645562131904,-1.24912143454483,-2.35660607555582,251.063125675476
1234,-2.11693836995839,29.1165338646428,84.6407027092704,95.256499030556,48.5854420814364,-0.790635968822274,-1.24960716444711,-2.35687848464447,251.053764095948
1235,-2.11652806394082,29.1122286468263,84.6411846500015,95.2490394032231,48.5880494126622,-0.786373564324506,-1.25001782556579,-2.35710279235614,251.045004805203
1236,-2.11588187847147,29.1080130687558,84.6417142551149,95.2416592788053,48.5906909319381,-0.783461889513186,-1.25034801038846,-2.35727587536905,251.036899850431
1237,-2.11498820319145,29.1038963731429,84.6422920069195,95.2343464678221,48.593363728596,-0.782437993635425,-1.25060652056176,-2.35739372724633,251.029447169641
1238,-2.11383410920677,29.0998540937048,84.6429238826365,95.2270810787402,48.5960442685599,-0.783988961659975,-1.25079708882155,-2.35745506252555,251.022589409699
1239,-2.11242574233201,29.0958970866162,84.6436060147835,95.2198457004464,48.5987209407742,-0.788902357921822,-1.25092450057182,-2.35745684328011,251.016286853373
1240,-2.1107792802772,29.091992484571,84.6443403828076,95.2126212225314,48.6013985335411,-0.7973160470585,-1.25100336098016,-2.35739558215688,251.01045377564
1241,-2.10890187253292,29.0881430306132,84.6451259099166,95.2053721644031,48.6040776267559,-0.810122818523429,-1.25103579062245,-2.35727306637356,251.005030230948
1242,-2.10683251041573,29.0843390580434,84.6459562222048,95.1980802688864,48.60676453825,-0.82616572147284,-1.25103335614235,-2.35709024008661,250.999924748739
1243,-2.10459743933552,29.0805708288517,84.6468253335231,95.190729638392,48.6094558841395,-0.845504718228245,-1.25100348520947,-2.35685099652697,250.995049604955
1244,-2.10224519452557,29.0768274328844,84.6477228572207,95.1833053184553,48.6121565181599,-0.866253925052795,-1.25095335475989,-2.35655675180373,250.990303928444
1245,-2.09981067414493,29.073090841585,84.6486447127438,95.175810324824,48.614878139179,-0.887942650660519,-1.25089419913985,-2.35620864319184,250.985623270613
1246,-2.09733450638013,29.0693632276603,84.6495814850862,95.1682556331605,48.6176259482025,-0.908277599894837,-1.25083504176754,-2.35581332447504,250.980956745839
1247,-2.09485008878307,29.0656314705985,84.650526226376,95.1606504506093,48.620397369201,-0.926310881591986,-1.25078008681357,-2.35538199599663,250.97624003903
1248,-2.09238853342754,29.0618802460093,84.651469102247,95.1530089734708,48.6231840025151,-0.940842341753923,-1.25073729930251,-2.35491394455737,250.971419694071
1249,-2.08998682248093,29.0581282200595,84.652401266255,95.1453544886086,48.6259686808244,-0.950598950364151,-1.25070354449967,-2.35441657698542,250.966480257476
1250,-2.08766893985319,29.0543756180867,84.6533135387146,95.1377146365119,48.6287297082135,-0.955025283091137,-1.250685337147,-2.3538941822493,250.96139679017
1251,-2.08556422149896,29.0505754333291,84.654158723582,95.1300570329039,48.6310598789847,-0.953683884154659,-1.25068005483112,-2.35338405169774,250.955516188187
1252,-2.08372853349534,29.0468024774337,84.6549795897487,95.1224286530454,48.6327862503344,-0.945601126296108,-1.25068703419621,-2.3528718269118,250.948763137637
1253,-2.08215870485369,29.0430466588342,84.6557901084148,95.1149184833817,48.6340073062368,-0.931016733689801,-1.2507074906248,-2.35234893039695,250.94136778703
1254,-2.08077515650329,29.0392603650873,84.6565833381489,95.1075382240018,48.6349487782643,-0.908863362527003,-1.25074292218461,-2.35182181608972,250.933611530781
1255,-2.07958188361225,29.0354410360077,84.6573570547723,95.1002990838854,48.6356041880534,-0.88132272033323,-1.25080018305705,-2.35128990597299,250.925494156176
1256,-2.07856268578721,29.0315841463749,84.6581093898985,95.0931935507469,48.6360269053264,-0.848940992668202,-1.25088301274402,-2.35074807599651,250.917083342682
1257,-2.07790008790378,29.0277573441728,84.6588104272147,95.0862970034645,48.6364613495108,-0.814267479802148,-1.2510200547163,-2.35017520971595,250.908551259694
1258,-2.07761292430933,29.0239504445317,84.659458947643,95.0795690027566,48.6371326550345,-0.779964598258891,-1.25122225822504,-2.34957288581926,250.900052826182
1259,-2.07766464441668,29.0201832037706,84.6600554113993,95.0729874593693,48.6380768177111,-0.75015314806026,-1.25148232970548,-2.3489431029071,250.891661189727
1260,-2.07799977906649,29.0164815379105,84.6606001734102,95.0665293486859,48.6392991304919,-0.727191489829287,-1.25179243245808,-2.34828243553947,250.88344044802
1261,-2.07855680879827,29.0128833947523,84.6610935917483,95.0601775352277,48.6406441739587,-0.713897202713253,-1.25214240551001,-2.34758499366052,250.875318409272
1262,-2.07926950196331,29.0093982503981,84.6615368576332,95.0539283587748,48.6419640510609,-0.711069096420875,-1.25252793964587,-2.34685392665448,250.867201804907
1263,-2.08006867688745,29.0060411226783,84.6619380655574,95.0477794405543,48.6430883286668,-0.717541320653288,-1.25293505627347,-2.34608615532756,250.859006151717
1264,-2.08090123529537,29.0028147941779,84.6622882240972,95.0417194998254,48.6439252974686,-0.733067016759975,-1.25335890369526,-2.34527413470811,250.850666270023
1265,-2.08167265736725,28.9997314596278,84.662586973897,95.0357442438888,48.6443819642232,-0.756258017041156,-1.25380181840553,-2.34441712398506,250.842166905613
1266,-2.08222952320914,28.9968188387853,84.662851379254,95.0298412614105,48.6444793294073,-0.784981892005728,-1.25424953076042,-2.34351750551943,250.833712072499
1267,-2.08266387629001,28.9940485732631,84.6630774111888,95.023984476233,48.6442094345681,-0.816791568581165,-1.25470119100891,-2.34257776862624,250.825126572163
1268,-2.08286688620303,28.9914417745763,84.6632813239315,95.0181617244699,48.6436779894733,-0.849830475829653,-1.2551522597647,-2.34160221461628,250.816642794339
1269,-2.0828354385838,28.9889808652775,84.6634626185596,95.0123557167609,48.6429265561651,-0.880995240410508,-1.25559460482665,-2.34059414579495,250.808279013867
1270,-2.08255844276343,28.9866408843461,84.663630888148,95.0065611524947,48.6420397429625,-0.908712842393397,-1.25602248652773,-2.33955903053405,250.800121292519
1271,-2.08201834017367,28.9844251462986,84.663796810024,95.0007578642404,48.6410760400266,-0.930599741843155,-1.25642516800334,-2.33850660435459,250.792262350731
1272,-2.08126756950708,28.982310853394,84.6639550447646,94.9949500907791,48.6400893532275,-0.945491284748369,-1.2567908970169,-2.33743656171089,250.784719062901
1273,-2.08034542480142,28.9803047811453,84.6641258287177,94.9891397924078,48.6391518577086,-0.952386937314661,-1.25711364447657,-2.33635129585768,250.77758525804
1274,-2.07928500037792,28.9783873190386,84.6643079514954,94.9833330869478,48.6382922399061,-0.950905453482216,-1.25738785164972,-2.33525441004715,250.770870125536
1275,-2.07813643026812,28.9765435027165,84.664507272563,94.9775450922728,48.637537127282,-0.940664752548049,-1.25760223384353,-2.33414748102632,250.764586524799
1276,-2.0769217098122,28.9747791900232,84.6647319927254,94.9717852906758,48.636897504042,-0.923077662083771,-1.25775804826861,-2.33303486842141,250.758755984319
1277,-2.07565016756232,28.9731067271952,84.6649749368803,94.9660727796442,48.636409431798,-0.898828704856021,-1.25784689600599,-2.33191971643988,250.753444270106
1278,-2.07439866030971,28.9715302756622,84.6652363759941,94.9604231767157,48.6360680452676,-0.870012515707798,-1.25787135803821,-2.3308011140958,250.74858967139
1279,-2.07321320589599,28.9700601263322,84.6655248791044,94.9548614377099,48.6358602900976,-0.838949795460893,-1.25782837665275,-2.32967800266316,250.744177762031
1280,-2.07211572585132,28.968685097529,84.6658402718299,94.949405528252,48.6357912670232,-0.807788777544495,-1.25771608617538,-2.32854794913636,250.740196522267
1281,-2.071157153663,28.9674322421068,84.6661845242451,94.9440779524708,48.6358373899835,-0.778954417952175,-1.25755182843797,-2.32740908739143,250.73659669791
1282,-2.07037244857028,28.9663201272171,84.6665599120227,94.938897883912,48.6359817874898,-0.754499050556121,-1.25733562200207,-2.32625654352731,250.733356274903
1283,-2.06979979934134,28.9653807416967,84.6669639782966,94.9338968790605,48.6362194580107,-0.735565218900126,-1.25707926995844,-2.32508689962309,250.730466620104
1284,-2.06947008801227,28.9646309308462,84.6673928835252,94.9290759598474,48.6365114526665,-0.723577493066653,-1.25679298693871,-2.32389834181785,250.727836506328
1285,-2.06940922469912,28.9640646695434,84.6678556498105,94.9244506198518,48.6368475146501,-0.719202347475295,-1.25648563551767,-2.32268850289143,250.725414501584
1286,-2.06965049083605,28.9636804126783,84.6683522261891,94.9200199604547,48.6372156692061,-0.722149685848075,-1.25616256268528,-2.32145478138183,250.723122106866
1287,-2.07019276219605,28.963516114404,84.668887291921,94.91577444144,48.6376172357887,-0.731933885784427,-1.2558378852571,-2.32019163643345,250.72096286121
1288,-2.07105440738151,28.9635711383916,84.6694366772915,94.9117084598671,48.6380404667556,-0.748446633469722,-1.2555264252751,-2.31889604719705,250.718844233407
1289,-2.07226021160209,28.9638346432826,84.6699995362811,94.9078041503209,48.6384702727795,-0.770186596760847,-1.25523452816912,-2.31757008473879,250.716672853466
1290,-2.07382934730797,28.9643080722583,84.6705644369723,94.9040456650589,48.6388958086052,-0.796123370221498,-1.2549691496303,-2.31620950324477,250.714382337023
1291,-2.07570836056047,28.9649979073104,84.6711188584462,94.9004170406422,48.6393210543286,-0.824725532522399,-1.25473658720587,-2.31481789654768,250.711999638099
1292,-2.07787482877233,28.9658665063251,84.6716635452902,94.8969128949622,48.639745868138,-0.85377142673297,-1.25454156371139,-2.31340054428992,250.709501328481
